wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,2,6,0,4,11,4,2,1,2,3764,1,0,0.4554605371295799,0.5205570488328445,0,0,1875,2,1.4342723007418239,0
2,6,6,11,5,11,2,1,1,0,215,1,0,1,0.4982325989264579,0,0,77,2,0.8407036651867202,0
13,1,6,83,24,171,6,0,2,1,193,1,2,0.05816662680338451,0.4702205785805352,0,0,1875,10,2.7251856543631434,0
2,2,0,83,6,9,83,2,19,0,3764,1,3,0.4517012243759928,0.590661977009045,0,0,1875,2,1.4635336056974977,0
1,4,0,2,2,171,2,5,1,0,19,0,0,0.9958086451079191,0,0,0,0,10,4,0
4,2,6,0,4,171,83,2,19,0,3764,0,0,0.5301153572318016,0.5237450563830494,0,0,73,2,1.510909100592038,0
1,1,6,83,2,7,5,5,19,1,3764,1,1,0.03524141503846386,0,0,0,1875,2,1.1519623863775643,0
4,2,0,5,4,171,83,2,19,0,142,1,3,0.5464024021817466,0.5888147302962562,0,0,1875,2,1.1827941672495859,0
3,6,6,4,9,171,83,5,4,2,239,1,0,0.0341590872535292,0.8312964005183535,0,0,1875,2,1.076196645160575,1
10,1,0,15,8,43,7,1,8,0,3764,0,0,1,0.2676111320781373,0,0,1875,1,0.7789104634855742,1
2,3,6,1,3,171,83,0,2,0,314,0,3,0.9906351585906337,0,0,0,77,1,0.4212699903240967,1
2,1,0,7,2,6,5,2,0,0,144,1,0,0.04816410969427625,0,0,0,70,0,1.1629638485132139,1
2,1,6,7,0,171,5,2,2,0,164,0,0,1,0.9681412501250957,0,0,1875,1,1.137760607620748,1
2,3,0,2,3,4,83,0,2,0,159,0,0,0.9878031873571177,0.9852118571868628,0,0,139,1,0.43040843805964846,1
0,6,0,10,26,4,5,5,1,2,3764,0,3,1,0.9752075807470248,0,0,1875,1,0.8391031643440212,1
5,1,6,78,6,171,64,5,5,2,268,0,3,1,0.5149635796698424,0,0,170,2,1.1832222749858994,1
2,1,0,83,1,5,4,5,0,0,3764,1,3,1,0,0,0,1875,10,0.1884539011134593,1
0,6,6,83,3,4,83,0,2,2,135,0,3,0.03140267677450248,0.964786035566848,0,0,1875,0,0.2062024911135333,1
2,1,0,6,0,171,6,1,2,2,111,1,0,1,0.9633946682911532,0,0,75,1,1.1352074557070702,1
2,1,0,2,2,171,83,0,0,2,3764,1,0,0.02730594787595541,0.9718666534411166,0,0,1875,1,0.6496762696074502,1
1,4,0,0,2,2,83,1,1,2,3764,1,0,0.9858279221902284,0,0,0,31,10,4,1
2,3,6,83,2,7,83,5,2,0,1380,0,3,0,0,0,0,546,1,0.3313086524192967,1
1,4,6,83,2,171,83,1,1,2,3764,0,3,0.9923081697676908,0.9848003038893863,0,0,32,0,4,1
0,4,6,83,5,14,83,1,0,0,3581,0,0,0,0.9447767445512806,0,0,0,0,0.7254844808059289,1
2,3,6,83,3,171,2,5,2,0,183,0,0,0.9858696956591705,0.9843826629405906,0,0,154,1,0.5441503817650366,1
1,3,0,83,2,5,3,0,2,0,1138,1,0,0.9463661434533605,0.9705976633922879,0,0,575,1,0.6162095458332774,1
3,1,0,83,25,171,5,0,0,2,326,1,3,1,0.4175623753983299,0,0,1875,9,0,1
2,3,0,1,3,5,2,0,2,2,464,1,3,0.9558183395068879,0,0,0,143,1,0.5938791735349733,1
1,6,0,3,4,5,83,1,3,2,3764,0,0,1,0.786681655134975,0,0,1875,1,0.35895001279085803,1
4,1,6,5,5,171,83,0,4,1,148,1,3,0.04164805648594868,0.6913251886563425,0,0,1875,0,0.19499986215936976,1
2,4,6,83,4,5,2,1,2,2,1123,0,0,0.9461730264705692,0,0,0,539,1,0.6432396713741411,1
1,3,0,2,4,171,3,5,2,0,1099,1,3,0,0.9670580018748747,0,0,676,1,0.5964848202064456,1
3,1,6,13,25,9,83,4,1,2,3764,1,3,0.059567971009597404,0.46000816437188774,0,0,1875,0,0.19987873022414432,1
3,4,0,10,7,8,83,4,1,0,589,1,0,0.91794012759843,0,0,0,341,0,0.2617626718451703,1
1,1,6,83,2,6,83,5,1,2,147,1,0,1,1,0,0,103,10,0.1901000513893208,1
0,6,0,3,3,171,3,0,2,2,97,0,0,0.03184444298419205,0.9485860307886701,0,0,1875,10,0.15329277054977503,1
3,3,6,3,3,171,83,0,2,0,1386,1,3,0.9420741542193259,0,0,0,564,1,0.34940939496176204,1
12,6,0,26,13,47,20,4,10,0,3764,0,3,1,0.22117274540024015,0,0,1875,0,1.1498717796219982,1
1,4,0,3,2,171,3,0,0,2,3764,0,0,0.9960704049947348,0.997225708577709,0,0,8,10,0.008917969352291067,1
19,1,6,11,1,171,10,1,19,2,60,1,0,0.056376954724961126,0.038361471633714825,0,0,88,10,0.1483638762350072,1
2,1,6,83,3,6,83,5,2,2,147,1,0,0.04642095243506034,0.9622532390901752,0,0,87,0,4,1
19,1,6,83,26,171,7,1,19,2,140,0,3,1,0.032198719039404654,0,0,1875,10,4,1
2,6,0,83,3,8,83,5,1,2,186,1,1,0.045016928675240764,0,0,0,98,10,0.13582319741709456,1
3,4,0,83,6,171,5,0,1,2,750,1,3,0,0.9346258213778823,0,0,195,2,0.7682408028710759,1
2,3,0,1,3,4,83,5,2,2,294,0,3,0.9854674245082352,0.9789614791842057,0,0,145,1,0.4173149911190597,1
8,6,0,9,6,29,83,3,6,2,255,0,3,1,0.9444756615804528,0,0,1875,0,1.2345506377789892,1
1,3,0,3,2,171,83,5,2,2,1360,0,0,0.9533485925741386,0.9618269627619196,0,0,576,1,0.420609668344173,1
3,3,0,83,4,171,3,5,2,0,1148,0,0,0.9539123538516334,0.9764195354271542,0,0,585,1,0.35376582263743417,1
2,3,0,83,4,171,83,0,3,0,1327,1,3,0,0,0,0,578,1,0.660873465466449,1
1,4,0,1,2,1,2,1,1,0,45,0,3,0.9890775844531078,0,0,0,19,10,4,1
3,4,6,8,6,10,5,0,3,0,870,0,0,0.9366664656638164,0.9294650931227839,0,0,449,2,0.6756806484878122,1
2,3,0,1,4,171,83,0,2,0,159,0,3,0.96113457005197,0,0,0,75,1,0.5436074460945024,1
2,3,0,83,3,4,2,5,2,2,300,1,0,0.9879931133340348,0,0,0,216,1,0.5480986100976921,1
2,1,1,4,1,8,83,0,0,2,207,1,0,0.027876476185684083,0,0,0,1875,0,0.1887884786636099,1
1,1,0,10,2,171,7,2,0,0,3764,1,3,1,0.9438851754283114,0,0,1875,1,1.1031866857496437,1
