wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
3,1,39,15,322,250,446,76,157,0,2077,1,0,1,0,1,2,45,30,3,0
6,1,1,448,14,368,446,4,6,0,2077,1,7,0,1,0,0,45,0,1,0
5,1,1,21,322,587,25,5,157,0,54,0,7,0,1,0,0,45,2,1,0
166,1,39,448,322,361,446,1,9,0,70,1,0,0,0,1,0,45,30,1,0
3,1,39,11,9,13617,16,76,5,0,44,0,0,1,0,0,0,1,30,0,0
1,1,39,7,3,151,446,4,5,2,2077,1,0,1,0,0,2,4,1,1,0
166,1,39,25,322,13617,446,0,5,2,2077,1,7,0,0,1,0,45,30,1,0
166,1,39,14,322,465,23,76,157,0,111,0,7,1,1,0,2,2,2,1,0
166,1,1,448,12,13617,446,3,157,2,2077,1,7,0,1,1,0,2,2,1,0
166,1,39,448,19,705,26,76,9,0,2077,1,0,0,1,1,0,1,2,1,0
7,5,1,448,322,342,446,2,6,0,2077,0,0,1,1,1,2,5,2,1,0
166,1,39,448,322,406,16,0,157,2,58,1,7,0,1,1,0,45,2,1,0
6,1,39,448,13,423,446,76,6,2,2077,1,0,0,0,1,2,2,2,3,0
7,1,39,448,322,13617,29,76,6,0,2077,0,7,1,1,0,0,2,2,1,0
9,1,39,15,322,13617,19,76,157,2,2077,1,7,0,0,0,2,2,0,1,0
166,1,2,20,15,13617,22,76,7,0,2077,1,0,0,1,1,2,2,2,1,0
5,1,39,448,16,13617,446,3,1,0,84,0,0,1,1,1,2,17,2,1,0
8,1,2,16,322,374,446,3,157,0,2077,1,7,0,1,0,0,2,0,1,0
5,1,39,448,322,13617,446,3,157,0,2077,1,7,0,0,1,0,1,1,0,0
11,1,1,32,12,13617,446,76,157,2,2077,1,0,0,0,1,0,45,3,1,0
166,1,1,19,14,13617,18,5,9,2,60,1,0,0,1,1,0,2,2,1,0
6,1,39,11,322,13617,18,76,157,2,2077,0,0,0,1,0,0,45,3,1,0
6,1,39,448,322,569,14,3,157,0,2077,1,0,0,0,0,0,2,30,1,0
5,1,39,448,12,13617,446,1,5,0,2077,1,0,1,1,0,0,5,1,1,0
5,1,1,9,7,13617,15,2,3,2,61,0,7,0,0,0,0,45,1,0,0
5,1,39,14,11,192,8,2,5,0,2077,1,7,0,1,0,2,1,0,1,0
166,1,2,23,322,13617,446,0,8,2,2077,0,7,1,1,0,2,6,0,1,0
6,1,39,256,322,13617,297,6,9,2,2077,0,0,1,1,0,0,1,2,1,0
1,1,1,448,13,287,12,4,157,0,71,1,0,0,1,0,2,1,2,1,0
8,1,39,14,322,13617,11,0,9,0,82,0,7,0,1,1,2,2,2,1,0
166,0,1,28,21,13617,11,1,7,2,2077,1,0,0,1,1,0,6,30,0,0
166,1,39,16,12,13617,12,2,4,2,2077,1,0,0,0,0,2,1,1,0,0
166,1,39,448,322,13617,21,76,157,0,2077,0,0,1,0,1,0,2,2,1,0
166,1,1,448,322,316,446,76,5,2,58,1,0,0,1,0,0,45,30,0,0
5,1,39,8,9,13617,15,3,157,2,2077,1,0,0,0,0,0,1,1,3,0
4,1,1,448,9,13617,446,76,5,2,75,0,7,0,0,1,0,1,30,3,0
7,1,2,448,18,13617,446,2,157,2,2077,1,0,1,0,0,2,45,30,1,0
166,1,1,448,18,405,446,2,157,0,99,0,0,1,1,1,2,4,0,1,0
166,1,2,448,17,13617,15,76,157,0,2077,1,7,0,1,1,2,2,30,1,0
6,1,1,24,322,488,446,4,157,2,85,1,7,1,0,0,2,45,2,1,0
5,1,39,12,13,334,446,3,7,2,59,1,0,0,1,0,0,3,0,0,0
166,1,1,448,322,13617,21,76,10,0,57,0,7,0,0,0,0,2,30,1,0
10,1,2,448,322,13617,25,76,6,2,145,1,7,1,1,0,2,5,2,0,0
166,1,39,35,9,241,60,3,4,0,75,1,0,0,1,1,0,45,30,0,0
166,1,1,448,7,13617,8,76,4,0,2077,0,0,1,1,0,0,1,1,0,0
10,0,39,448,20,402,446,5,157,0,92,0,7,1,1,0,2,3,2,1,0
166,1,39,21,322,712,18,76,157,0,2077,0,0,1,1,1,2,2,30,1,0
166,1,39,32,11,711,30,4,157,2,102,1,0,0,1,1,0,45,0,1,0
5,1,2,448,322,531,27,76,157,2,2077,1,0,0,0,1,2,2,30,1,0
6,1,2,448,322,457,446,2,7,0,93,0,0,1,1,0,2,2,2,1,0
10,1,39,448,322,13617,446,4,8,2,2077,0,7,0,1,1,2,45,0,1,0
6,1,39,18,322,470,446,76,5,0,2077,1,0,1,0,0,0,45,30,1,0
8,1,1,448,16,529,446,6,157,2,51,0,7,1,0,0,0,45,2,1,0
166,1,1,15,2,13617,11,5,4,0,66,0,7,1,0,0,2,9,0,0,0
166,1,4,22,27,13617,446,76,14,2,170,0,0,1,1,0,2,4,30,3,0
166,1,39,14,9,13617,446,4,157,0,71,1,0,1,1,0,2,1,30,0,0
166,1,39,22,13,409,0,4,6,0,56,1,7,0,1,0,2,45,2,1,0
1,1,1,448,6,13617,446,76,6,0,91,0,7,1,1,1,0,12,1,1,0
166,1,1,12,322,445,12,2,157,2,2077,0,0,1,0,0,0,45,1,0,0
11,1,39,25,21,344,13,76,157,2,2077,1,7,0,1,0,0,2,2,1,0
4,1,1,9,12,203,446,1,157,0,50,1,0,1,1,1,2,5,0,1,0
166,1,2,20,322,466,27,76,5,0,70,0,0,0,1,0,0,45,30,1,0
166,1,2,24,17,421,19,76,157,0,2077,1,7,0,1,0,0,2,3,1,0
10,1,2,448,13,13617,446,6,157,0,2077,1,7,0,1,0,0,5,2,1,0
7,1,39,448,13,13617,16,6,6,0,90,1,0,1,0,0,2,1,2,1,0
7,1,39,448,16,130,8,3,0,0,96,1,0,0,1,1,2,29,1,1,0
5,1,39,448,322,13617,10,2,157,2,2077,0,0,1,1,1,2,2,1,3,0
166,1,2,448,322,637,446,3,157,2,82,1,0,0,0,1,2,45,3,1,0
11,1,2,46,15,13617,10,76,9,2,2077,1,0,1,0,0,0,45,0,1,0
166,1,1,448,17,470,446,2,157,0,68,1,0,1,1,0,2,45,2,1,0
9,1,39,448,11,13617,18,1,157,2,2077,1,7,0,1,0,0,6,0,1,0
166,1,2,26,322,458,446,76,157,0,52,0,0,0,0,1,2,45,30,1,0
166,1,39,13,12,691,23,76,9,0,90,0,7,1,1,0,2,1,0,1,0
166,1,39,448,322,419,446,0,157,0,2077,1,7,0,1,1,0,1,2,1,0
12,1,0,448,13,288,446,1,10,0,137,0,7,0,0,1,2,5,1,1,0
5,1,39,10,322,249,11,2,157,2,45,0,7,1,1,1,0,1,2,1,0
5,1,39,15,2,501,13,4,157,2,2077,1,0,0,1,1,0,12,2,1,0
166,1,39,448,10,13617,17,4,9,2,67,1,7,1,0,1,2,2,30,1,0
9,1,39,448,14,427,446,76,157,2,99,0,7,0,1,1,2,5,30,3,0
9,1,39,448,322,13617,16,2,10,0,109,1,7,1,0,1,2,45,30,1,0
166,1,2,19,19,13617,20,76,6,2,70,1,0,1,0,0,2,2,30,1,0
166,1,39,448,322,13617,17,3,6,2,2077,0,7,0,1,0,0,1,2,1,0
166,1,1,15,322,470,446,76,157,2,60,0,0,1,0,0,0,1,1,0,0
166,1,39,448,322,668,446,4,6,2,67,1,0,1,1,1,2,2,0,1,0
3,1,39,448,10,239,446,76,157,2,65,0,0,1,0,1,0,45,30,0,0
5,1,39,448,322,13617,16,3,6,2,110,1,7,0,0,0,2,45,2,1,0
6,1,39,448,322,13617,446,6,5,0,2077,1,0,1,1,1,2,7,2,0,0
166,1,1,448,322,13617,446,76,4,2,64,0,7,0,1,1,2,45,30,0,0
6,1,1,448,322,13617,446,76,157,2,2077,1,7,0,0,1,2,45,30,1,0
8,1,39,11,14,13617,446,76,157,2,2077,1,7,1,0,0,0,1,30,1,0
