wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
7,1,1,81,210,100,78,30,7,0,4541,1,1,1,1,4,1,2052,53,2,0
7,1,10,7,23,106,4,1,57,0,373,1,9,1,1,4,16,200,53,1,0
7,7,10,20,210,129,5,30,8,0,4541,0,9,0,1,4,16,2052,53,0,0
60,7,10,81,24,88,78,4,57,2,486,0,1,1,1,1,16,250,53,1,0
5,7,10,81,13,1304,9,0,57,0,4541,1,1,0,1,0,1,2052,53,6,0
60,2,10,81,210,1304,11,3,1,0,412,1,9,0,1,4,16,2052,53,1,0
9,1,10,81,19,1304,78,30,2,1,4541,1,0,1,1,0,16,108,4,0,0
5,4,1,81,210,1304,6,5,7,0,627,0,9,0,0,0,1,2052,4,6,0
1,7,0,81,6,1304,78,3,2,2,338,0,0,0,1,0,16,158,4,0,0
60,7,1,5,210,90,6,30,8,0,457,0,1,1,0,0,1,195,6,6,0
60,7,10,8,210,83,10,30,57,0,402,1,9,1,1,4,2,132,4,6,0
5,2,1,8,23,1304,7,30,6,0,4541,0,1,1,0,4,2,2052,7,2,0
5,7,1,12,210,93,15,30,57,0,4541,1,9,1,1,4,16,227,53,1,0
60,2,10,9,23,1304,78,30,57,0,4541,1,1,1,0,4,2,117,53,6,0
7,7,10,3,28,1304,7,10,57,1,4541,1,9,0,1,0,1,2052,5,0,0
60,7,10,9,27,125,78,3,57,2,4541,0,9,0,1,0,16,195,7,1,0
9,2,10,11,210,94,9,30,57,0,1427,1,1,0,1,4,2,1901,5,6,0
60,7,10,81,19,109,6,30,4,2,4541,1,9,0,1,4,2,2052,6,6,0
60,4,10,81,210,1304,78,5,57,2,4541,1,1,1,0,0,16,2052,4,6,0
8,7,1,11,210,99,78,30,57,0,422,1,1,1,0,4,16,341,53,6,0
60,2,1,11,210,1304,8,30,57,0,4541,1,9,0,1,0,2,2052,53,6,0
60,5,10,10,210,1304,8,30,57,2,587,1,9,0,0,1,16,2052,53,6,0
11,7,1,13,29,1304,13,30,0,2,4541,0,9,1,1,4,16,2052,5,2,0
7,1,10,9,7,1304,78,3,57,1,267,1,9,1,0,4,1,2052,4,1,0
60,2,10,81,210,1304,78,30,57,2,4541,0,1,1,0,4,1,269,53,0,0
60,6,10,81,210,116,78,30,6,2,633,0,9,0,1,4,16,235,7,6,0
9,7,10,81,21,130,78,5,7,0,4541,1,9,0,1,4,1,216,53,0,0
5,5,10,81,210,1304,9,3,57,2,4541,1,1,0,0,0,2,2052,7,0,0
5,2,10,15,210,1304,31,30,57,2,364,0,9,1,0,0,16,240,5,1,0
1,2,1,11,210,138,11,1,8,0,480,1,9,0,0,4,16,2052,53,2,0
60,7,10,10,29,1304,11,30,10,2,4541,0,9,0,0,0,16,2052,53,1,0
60,2,10,18,7,140,6,13,57,2,554,0,9,1,0,0,1,246,4,1,0
18,2,1,1,31,161,78,2,20,2,417,1,9,0,0,4,1,2052,6,1,0
3,7,1,81,210,1304,78,30,2,0,4541,1,1,0,1,0,16,169,53,0,0
60,7,1,9,210,1304,78,30,3,2,4541,0,1,0,0,0,16,2052,5,6,0
7,6,10,81,210,1304,78,3,57,2,636,0,9,1,0,0,16,2052,53,6,0
5,1,1,81,22,1304,8,0,57,0,4541,1,9,0,0,4,1,145,53,0,0
60,3,10,7,210,1304,78,30,57,2,553,0,1,1,1,0,16,2052,53,1,0
60,1,1,9,23,139,8,30,57,0,456,1,1,0,1,0,16,2052,53,1,0
1,1,1,8,210,1304,6,30,9,1,4541,0,9,1,1,4,16,2052,3,1,0
6,7,1,9,210,119,12,5,7,0,4541,1,1,1,1,1,16,264,53,0,0
8,7,1,15,210,1304,11,6,57,0,4541,0,9,1,1,1,1,2052,6,1,0
9,7,1,1,210,1304,78,7,6,0,4541,0,0,0,0,0,16,2052,7,1,0
60,3,1,81,210,110,11,30,6,2,561,1,1,0,1,1,16,2052,4,6,0
7,1,10,81,210,1304,5,2,6,0,224,1,1,1,1,0,1,2052,6,2,0
9,2,10,30,210,111,31,3,6,2,4541,0,9,1,0,4,16,2052,53,1,0
0,2,10,3,27,77,78,6,57,2,4541,1,9,0,0,4,1,2052,53,1,0
6,7,1,25,210,168,10,30,9,2,4541,0,1,0,1,4,16,2052,6,0,0
60,2,10,13,18,1304,9,30,6,2,4541,0,9,1,1,0,16,2052,53,1,0
60,2,1,81,210,1304,12,5,57,0,4541,0,9,1,1,0,16,198,53,2,0
8,2,10,46,210,127,31,2,57,2,4541,1,9,1,1,0,2,195,53,2,0
11,7,1,81,210,55,78,3,2,1,4541,1,9,0,1,4,1,2052,5,1,0
60,2,10,13,20,102,12,30,57,0,4541,1,1,0,0,0,2,243,5,0,0
6,2,0,81,24,1304,6,3,6,0,200,1,9,1,1,0,1,105,5,1,0
3,1,1,11,210,1304,9,30,6,2,4541,0,9,1,0,0,16,2052,5,0,0
8,1,1,81,210,1304,78,30,57,0,593,1,9,1,0,0,1,175,7,0,0
9,2,1,8,27,1304,10,30,6,0,629,0,9,1,0,4,16,2052,6,1,0
7,7,10,16,15,1304,14,30,57,2,4541,0,1,1,1,0,16,239,4,1,0
6,2,1,81,19,1304,10,4,57,2,290,1,9,0,0,0,1,2052,6,1,0
60,1,1,20,16,144,16,4,57,2,4541,1,9,0,0,0,16,228,7,0,0
7,7,1,12,28,1304,13,30,57,2,349,0,9,0,1,4,16,115,53,0,0
60,7,10,8,210,122,10,30,57,2,385,1,9,0,0,4,16,234,5,0,0
5,7,10,81,210,96,78,3,6,2,414,0,9,1,0,0,16,151,7,0,0
8,1,10,10,210,87,8,4,57,0,314,1,9,0,0,4,16,217,7,1,0
60,2,1,74,24,1304,77,3,10,2,552,1,9,1,1,4,16,128,53,1,0
12,7,1,13,22,1304,78,30,11,0,4541,1,9,0,0,0,2,2052,53,0,0
8,3,10,81,210,171,78,30,57,0,338,1,1,0,1,4,16,2052,53,0,0
60,1,1,81,210,90,78,2,57,2,4541,0,9,1,1,4,1,183,53,1,0
60,7,1,12,210,144,78,3,57,2,451,1,1,0,0,4,2,2052,5,1,0
10,2,1,2,210,1304,78,30,1,2,603,0,1,0,1,0,16,2052,4,1,0
60,7,1,7,210,159,8,30,57,2,4541,0,9,1,1,0,16,139,1,2,0
9,2,10,12,26,1304,78,3,7,0,568,0,9,0,1,0,1,201,53,0,0
6,2,10,14,24,1304,78,2,6,2,4541,0,9,1,1,0,16,226,4,0,0
6,4,1,81,12,91,78,30,5,2,4541,1,9,1,1,0,16,2052,4,0,0
9,7,1,0,21,121,11,30,57,1,4541,1,1,0,1,4,1,2052,4,1,0
5,7,1,10,210,101,10,3,57,0,4541,0,9,0,0,4,16,124,53,6,0
3,2,1,14,19,1304,2,30,9,1,4541,1,9,0,1,4,1,2052,53,1,0
8,7,10,8,16,1304,8,4,8,0,4541,1,1,1,1,4,16,2052,53,1,0
60,3,1,13,28,80,78,30,57,2,341,1,9,1,0,1,1,265,3,6,0
60,1,10,81,210,102,78,3,8,0,186,1,9,0,1,0,16,2052,4,0,0
10,1,10,9,29,84,78,7,8,0,4541,0,9,0,1,0,1,165,3,1,0
60,2,1,26,16,1304,40,3,8,0,288,1,1,1,0,0,16,2052,7,2,0
60,2,1,31,210,1304,34,4,4,2,337,0,1,1,1,0,16,2052,6,1,0
34,7,0,37,122,309,16,12,57,1,1694,1,8,0,0,1,1,2052,35,4,1
55,5,0,24,188,750,78,0,21,1,2638,0,3,1,0,0,16,345,17,1,1
31,3,10,24,151,197,7,13,22,1,847,1,3,1,0,3,4,2052,9,1,1
37,2,1,75,46,184,0,8,32,1,121,0,1,1,0,0,2,193,20,2,1
45,1,1,19,171,535,2,24,28,1,1927,1,0,1,0,0,1,218,30,3,1
27,1,0,20,101,294,3,13,18,1,489,0,4,0,0,4,1,101,5,2,1
10,1,10,27,108,170,2,22,13,1,706,0,3,0,0,4,1,2052,7,1,1
0,2,3,42,193,1083,46,14,41,1,1471,1,1,0,0,1,7,295,21,3,1
31,4,1,9,128,354,6,11,17,1,1915,0,2,1,0,1,0,248,14,3,1
27,7,1,22,137,277,6,14,57,1,1816,1,1,0,0,4,16,278,48,4,1
34,6,1,20,96,542,12,27,43,1,479,1,7,0,0,3,2,192,27,3,1
35,3,10,36,137,372,12,14,14,1,1156,1,0,1,0,1,4,140,20,2,1
24,4,5,20,83,461,13,21,25,1,1765,0,6,1,1,3,7,297,26,2,1
0,4,10,28,195,0,20,27,51,1,1472,1,6,1,0,0,6,2052,53,1,1
39,3,1,2,83,556,78,6,20,1,1408,1,3,1,0,2,4,151,50,3,1
38,7,10,29,126,758,11,22,34,1,950,1,2,0,0,4,1,149,36,3,1
0,4,4,30,98,1273,0,26,0,1,1411,1,3,0,1,3,2,265,2,2,1
15,3,10,11,61,204,8,20,17,1,709,1,4,1,0,4,1,2052,4,1,1
41,3,3,20,173,856,78,25,32,1,1437,1,1,1,0,1,3,2052,13,2,1
36,3,10,12,43,285,78,6,14,1,0,1,3,0,0,1,3,2052,41,5,1
25,4,1,22,61,207,9,12,11,1,299,1,3,1,0,1,0,127,27,3,1
21,6,1,32,169,204,78,25,5,1,1762,1,9,1,0,0,0,2052,16,1,1
39,3,2,31,98,359,3,13,26,1,522,1,6,1,0,4,1,153,20,1,1
26,3,1,7,60,105,78,9,14,1,402,0,4,1,0,2,3,2052,18,2,1
