wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
0,1,0,0,35,123,9,6,7,1.2230266074284626,307,0,1,0,0.5319695941970272,0,0,0,0,0.9321787836932317,0
9,1,1,11,0,0,0,5,0,2,0,0,0,1,0.9307129410725156,0,0,0,7,0,0
0,1,1,1,0,0,14,6,6,1.7928624626100433,297,0,0,0,1,0,1,0,4,0.631429790756977,0
2,2,1,17,0,0,16,3,10,2,0,0,0,0,0.5054442222821214,0,0,183.767337271983,0,1.3201474211459192,0
9,1,1,12,11,0,0,0,6,1.8352635124202172,229,0,1,0,1,0,1,0,0,1.3182479495887653,0
9,1,1,12,22,0,0,0,7,1.3548457623893433,221,0,0,0,0.7472440753877649,0,1,0,0,1.4570649776577034,0
3,1,0,0,20,103,8,3,0,0.5201952438964919,165,1,0,0,0.6305099571216652,0,1,0,5,1.044437245951037,0
8,2,0,16,0,0,0,0,7,1.7822268293832677,284,0,1,1,1,0,0,0,0,0,0
0,2,0,17,0,0,14,4,8,2,0,0,1,0,0.6133485442115594,0,0,0,0,1.340966235870314,0
7,2,0,9,0,0,0,5,0,1.8539525901242813,0,0,1,0,0.27449610229939586,0,0,107.80445854057183,6,1.0184495381794234,0
0,1,0,6,19,0,0,5,0,0.45388333613244874,0,1,0,0,0.5621108787887579,0,0,0,0,1.0044911693117398,0
5,2,1,14,23,0,0,3,0,1.8067511295541503,0,0,1,0,1,0,1,154.26837065558198,0,0.5288313740371487,0
0,2,1,12,0,162,0,5,0,2,195,0,0,0,1,0,0,177.47872817147834,4,0.6177465008999942,0
0,1,0,15,22,85,11,3,0,1.8114995662076863,0,0,0,0,0.44196960249969824,0,0,192.6973607797819,5,1.3453521373834894,0
9,1,0,0,0,0,1,0,3,1.043973482791845,0,0,1,0,0.7712834626902678,0,1,158.11156102603232,0,0.6539101515711843,0
0,1,1,0,33,136,13,5,8,1.7979910292037447,0,0,1,0,0.5218737842175696,0,1,191.21324189662022,0,0.4979489592792725,0
0,3,0,15,23,0,13,0,0,2,216,0,0,1,1,0,1,0,7,0.4971807578578723,0
0,2,0,8,0,164,6,0,7,1.7920572220285524,0,0,1,0,0.5712380722232575,0,1,256.7289810062178,4,0.8910955782851605,0
0,2,0,11,0,0,12,4,3,1.8283804627195763,309,0,0,0,0,0,1,0,0,0.5522955061653367,0
6,1,0,0,11,0,7,0,7,0.6246811683246754,126,1,0,0,0.7095712099109877,0,0,0,3,0.37948493581694,0
0,7,0,10,0,154,11,0,0,1.740472861669866,0,0,1,1,1,0,0,164.621796053455,3,0,0
0,1,0,8,30,76,0,3,6,0.3851730104506018,317,1,1,0,0.7029769736054469,0,0,0,0,1.18734849876703,0
10,1,0,0,14,0,0,2,0,0.37211596402797237,0,1,1,0,0.6389044260924982,0,1,0,5,0.8248396453598928,0
0,2,0,21,0,123,26,0,10,1.7983890274799805,117,0,1,0,0.44491992090883214,0,1,0,0,0.5904995835073138,0
0,5,1,12,25,0,14,0,0,1.7653561123776305,301,0,1,1,0.8785569861660666,0,0,0,0,0.3921905106491646,0
9,2,0,10,11,150,11,5,6,1.7907210438801107,0,0,1,0,1,0,1,0,5,1.430066541358988,0
8,2,1,0,23,139,15,0,5,2,1785,0,1,0,0.0876538185866554,0,1,1857.6882972261471,0,0,0
11,1,1,0,22,112,6,3,9,0.5722760187038567,0,1,0,0,0.678160003429314,0,0,102.54558748497445,0,1.057948682542372,0
7,2,1,13,19,92,31,3,5,2,0,0,1,0,0.9055530170752671,0,0,224.41030359443872,8,1.3289990607886297,0
0,1,0,12,0,173,12,4,0,2,157,0,0,0,0.08564205211647809,0,0,0,6,0.2568578925915832,0
0,4,1,0,21,180,0,0,6,2,206,0,0,1,0.9374492361020069,0,0,0,0,0,0
8,2,1,82,0,158,62,0,9,1.8637001781179223,0,0,1,0,0.8762249668247187,0,1,0,0,1.5330600310028284,0
5,4,1,16,0,0,0,0,7,2,283,0,1,1,1,0,0,239.87047446149163,0,0.38029933071253647,0
0,2,0,14,19,0,11,0,7,1.3958340410944319,170,0,1,0,0.6028207875247628,0,1,0,0,1.4542804975852215,0
