wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
34,4,1,0,138,421,7,4,2,0,2064,0,1,1,0.6118515166930952,4,4,2052,0,1,0
34,1,0,7,138,421,4,22,1,1,481,1,1,0,0.7761479479517729,4,0,277,3,1,0
34,2,1,6,30,33,19,1,7,0,299,0,1,1,0.381996604695701,1,4,151,7,1,0
9,4,1,31,138,421,4,4,25,1,359,1,6,0,0.5360705847352876,0,4,298,0,1,0
0,1,0,31,138,421,3,22,9,0,274,1,1,1,0.9877406851516092,1,1,338,0,1,0
11,1,1,31,138,43,2,22,4,0,2064,1,0,1,0.5236752923363364,4,4,2052,7,1,0
13,1,0,8,8,70,0,22,6,1,2064,1,6,0,0.4432433382572842,4,4,279,2,1,0
3,4,0,3,19,421,6,22,9,2,2064,0,0,0,0.5991648565207798,0,1,2052,2,1,0
34,4,1,8,9,76,3,15,4,0,543,1,6,1,0.1897029255765783,4,0,302,0,1,0
34,4,0,6,138,421,19,22,25,2,185,1,1,0,0.7597256706428106,1,0,323,2,1,0
4,1,0,19,23,421,11,5,25,0,268,0,1,1,0,1,1,2052,7,1,0
34,2,1,23,138,421,17,22,25,0,251,0,6,0,0.8441829749398051,4,0,409,7,1,0
34,4,0,23,25,60,14,22,5,0,2064,1,6,1,0,1,4,2052,2,1,0
34,4,0,11,29,74,19,3,25,2,390,1,1,0,0.5406563866096143,4,0,291,7,1,0
4,4,0,31,138,46,19,22,3,0,238,0,1,1,0.17568545841783603,4,4,2052,7,0,0
3,4,1,7,26,421,19,4,25,2,2064,1,1,1,1,4,4,2052,1,0,0
1,1,1,31,34,48,3,5,7,1,2064,1,0,0,0.8874278000238546,0,1,283,1,1,0
34,4,0,31,138,421,2,22,6,0,2064,0,6,1,0.5277965224869493,1,4,213,0,0,0
8,2,0,31,138,421,19,22,6,2,2064,1,6,0,0.8363388635782922,1,4,2052,2,1,0
5,1,0,31,138,47,4,4,25,0,228,1,6,0,0.8363287561970378,4,1,380,7,0,0
34,4,0,14,24,74,12,22,25,2,2064,0,1,1,0,1,1,2052,7,1,0
9,1,0,31,138,421,0,22,5,2,261,0,1,0,0.851224688620034,4,1,2052,2,1,0
8,4,1,7,18,41,6,4,25,0,0,1,1,0,0.10088648263087246,4,4,1619,1,0,0
1,4,1,31,138,35,4,22,25,1,2064,0,6,1,0.5755258562578206,4,4,2052,0,0,0
34,1,0,8,138,80,19,22,25,2,2064,0,6,1,0.128246761604498,1,1,2052,7,0,0
34,4,1,10,138,421,16,22,3,2,2064,0,6,1,0.9095594173474826,1,1,2052,0,1,0
11,1,1,13,30,99,5,22,3,2,2064,0,6,1,0,1,4,235,7,1,0
34,3,1,8,36,421,3,9,6,0,412,1,6,1,0.5778510150379959,0,4,2052,0,0,0
10,1,1,8,5,421,1,3,3,1,2064,0,1,0,0.40874696707105124,1,4,244,3,1,0
9,1,0,0,32,421,19,0,10,0,351,1,0,0,0.7038174989868232,4,1,201,0,1,0
34,4,1,4,27,44,9,22,25,0,303,0,6,1,0,4,0,357,7,1,0
6,2,1,6,138,41,19,6,7,0,314,1,6,1,0.5494046750982228,4,4,2052,2,1,0
11,1,0,3,138,64,19,2,8,1,2064,0,6,0,0.7955054677604803,1,1,325,2,1,0
10,4,0,14,138,421,13,2,2,2,2064,1,1,1,0.6847166570501255,4,4,238,2,1,0
6,4,0,10,23,421,1,22,4,0,2064,1,1,0,0.859528789785251,4,0,321,2,1,0
9,4,1,31,34,31,19,2,25,0,2064,0,1,0,0.618695891703475,4,4,309,2,2,0
6,1,1,1,138,40,1,5,25,2,2064,0,1,1,0.8699307207676855,0,4,223,2,1,0
27,3,1,23,81,178,2,0,0,1,447,0,3,0,0.3137517397749243,1,4,2052,3,1,1
30,3,0,15,68,206,5,12,15,1,390,0,1,1,0.06476909021350659,0,4,303,2,1,1
23,1,1,23,72,176,3,20,21,1,1088,0,3,1,0.34820360921440086,4,4,296,4,1,1
27,1,0,28,107,0,19,18,22,1,0,0,1,1,1,4,0,340,3,1,1
29,4,1,27,96,255,9,17,21,1,908,1,0,1,0.028485316799755342,0,1,265,6,0,1
