wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
100,1,2,9,247,4576,45,2,87,0,2064,0,6,0,0,3,1,166,4,1,0
100,2,2,202,247,287,193,23,11,2,2064,0,6,0,1,0,0,2052,4,1,0
100,1,2,202,247,4576,193,4,87,0,2064,0,0,1,1,3,1,187,3,1,0
0,2,2,18,7,298,9,2,87,0,225,0,6,1,1,3,5,2052,2,1,0
14,4,2,202,30,4576,193,3,9,2,213,0,6,0,1,0,5,219,29,0,0
10,1,0,202,27,301,193,23,87,0,239,1,6,1,1,3,5,2052,29,1,0
8,1,2,26,247,390,20,2,10,2,2064,1,0,1,1,0,0,2052,4,1,0
100,1,0,202,28,214,193,3,87,0,2064,0,0,0,1,0,5,99,29,1,0
15,2,0,202,29,4576,193,2,11,2,183,0,6,0,0,0,5,125,5,1,0
10,3,0,202,27,4576,10,6,10,0,2064,0,0,1,1,0,5,98,3,1,0
13,5,0,36,247,4576,44,23,87,0,2064,1,1,0,1,3,0,2052,29,1,0
9,2,0,202,247,296,24,23,10,0,2064,1,1,1,1,3,5,142,29,3,0
100,3,0,17,24,4576,193,5,7,0,136,0,6,0,1,0,5,2052,2,1,0
11,3,2,24,24,446,193,0,13,2,293,1,6,1,0,0,5,2052,29,0,0
7,1,0,22,247,4576,193,23,7,2,2064,1,1,0,1,3,1,133,3,0,0
10,2,0,12,17,4576,16,2,87,0,188,0,0,1,0,3,5,92,29,1,0
11,1,0,202,21,4576,25,23,7,2,233,1,1,1,1,3,1,174,29,1,0
12,5,0,28,247,4576,26,3,87,2,2064,0,0,1,1,0,5,151,4,1,0
9,3,2,202,23,4576,7,6,0,1,2064,1,6,1,1,0,0,88,29,1,0
20,5,2,202,37,4576,24,2,87,2,2064,1,6,1,1,0,5,2052,3,1,0
12,3,0,26,247,381,193,23,10,2,2064,1,0,1,0,0,5,166,2,3,0
100,1,2,13,247,4576,193,3,12,1,171,0,0,0,0,0,5,152,29,1,0
100,5,0,202,17,4576,193,23,14,2,2064,1,6,0,1,3,5,237,3,1,0
10,5,2,18,29,4576,14,7,87,1,264,1,0,0,1,3,5,2052,3,0,0
100,5,0,202,247,589,17,23,87,2,2064,1,1,1,0,0,1,2052,3,1,0
14,5,2,202,32,4576,19,23,14,0,2064,1,6,1,1,3,5,160,3,1,0
8,1,2,20,36,4576,25,23,87,2,1914,1,1,1,1,3,5,0,29,0,0
12,5,2,22,22,4576,193,0,87,2,142,0,6,0,1,3,1,2052,29,1,0
100,1,2,202,28,4576,193,23,87,0,253,0,0,0,0,3,5,2052,4,1,0
100,1,2,26,247,446,30,23,9,2,265,0,6,0,1,3,0,232,29,1,0
100,5,2,13,247,383,193,2,87,2,283,0,6,1,0,3,1,145,2,3,0
10,1,2,17,19,4576,193,23,13,2,233,0,6,0,1,3,0,2052,4,1,0
100,3,0,202,23,4576,9,6,87,1,130,0,6,1,1,0,5,2052,29,1,0
100,4,0,21,247,4576,19,2,87,0,2064,0,1,1,1,3,5,2052,3,0,0
14,5,0,15,39,274,21,23,11,1,179,0,0,1,1,3,5,2052,3,1,0
13,1,0,29,247,571,15,4,87,0,236,0,1,1,0,3,5,2052,29,3,0
100,5,0,35,247,312,34,23,12,0,2064,1,1,1,0,0,5,2052,29,1,0
100,5,2,202,30,4576,193,23,14,1,216,1,0,0,1,0,0,133,29,1,0
9,1,0,44,53,4576,193,18,6,0,823,1,4,1,0,2,5,2052,14,0,1
60,1,1,5,159,1459,41,10,23,1,1780,1,0,1,0,1,0,2052,16,2,1
64,5,0,8,91,2098,29,15,57,1,714,0,5,0,0,1,2,301,12,1,1
44,5,1,59,94,1638,45,11,19,1,1897,1,2,1,0,0,5,165,27,0,1
15,5,1,33,59,4576,193,13,17,1,705,0,0,1,0,0,5,2052,9,1,1
29,2,2,28,121,1093,22,10,39,1,1866,1,6,0,0,0,0,188,0,3,1
28,5,2,39,144,627,21,18,18,1,1421,1,2,1,0,0,0,2052,8,3,1
39,1,2,53,135,4576,193,0,31,1,768,1,6,0,0,3,5,231,13,2,1
42,3,2,38,71,865,23,19,29,1,1305,0,1,1,0,2,3,220,16,2,1
11,3,0,202,47,730,18,11,21,1,1044,1,4,1,0,2,3,2052,23,0,1
35,3,2,202,102,376,26,17,24,1,913,1,1,1,0,3,3,299,8,2,1
79,5,0,168,213,3678,153,20,0,1,1802,0,5,1,1,3,5,2052,10,1,1
44,4,2,5,112,856,193,21,17,1,667,1,5,1,0,0,3,2052,7,1,1
20,3,1,20,69,4576,12,9,24,1,616,1,2,1,0,3,0,119,6,1,1
