name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
Redaktor,1,redaktor.web.dispatch.actions.article.ArticleDetailsModel,20,1,0,12,63,0,1,11,8,0.610526316,884,1,1,0,0.252631579,0,0,42.95,5,2.45,0
Redaktor,1,redaktor.web.dispatch.actions.topic.AssignTopicAction,10,1,0,11,38,0,1,10,7,0.555555556,376,1,0,0,0.444444444,0,0,36.4,6,1.7,0
Redaktor,1,pff.validation.PFFTelephoneValidator,4,2,0,7,8,0,5,2,2,1.066666667,93,1,0,0.714285714,0.666666667,1,4,21,4,1.25,1
Redaktor,1,redaktor.issue.Issue,22,1,0,22,31,0,21,1,20,0.852380952,552,1,0,0,0.197278912,1,1,23.63636364,7,2.0455,0
Redaktor,1,redaktor.web.SessionKeys,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
Redaktor,1,redaktor.web.dispatch.actions.article.ArticlesListStyle,7,2,0,3,9,0,1,2,5,0.583333333,178,1,0,0.6875,0.666666667,1,2,24.14285714,5,2.2857,0
Redaktor,1,pff.form.PFFForm,29,1,14,28,61,0,24,4,27,0.647959184,1139,1,0,0,0.19047619,0,0,38.03448276,8,2.2759,0
Redaktor,1,redaktor.web.dispatch.actions.contact.ShowContactAction,9,1,0,14,29,0,1,13,6,0.5625,287,1,0,0,0.458333333,0,0,30.66666667,2,1.2222,0
Redaktor,1,redaktor.web.dispatch.actions.article.DeleteArticleAction,9,1,0,9,28,0,1,8,6,0.5625,300,1,0,0,0.458333333,0,0,32.11111111,4,1.4444,0
Redaktor,1,pff.widget.PFFInputWidget,4,2,0,14,12,0,12,2,2,0.666666667,122,1,0,0.866666667,0.666666667,1,4,29,4,1.25,0
Redaktor,1,pff.validation.PFFLoginValidator,4,2,0,3,7,0,1,2,2,0.888888889,72,1,0,0.714285714,0.666666667,1,4,16.25,2,0.75,0
Redaktor,1,redaktor.web.dispatch.actions.ActionManager,4,1,0,57,53,0,11,46,2,0.333333333,383,1,0,0,0.333333333,0,0,94.25,2,0.75,0
Redaktor,1,redaktor.web.util.Path,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
Redaktor,1,redaktor.web.dispatch.actions.topic.DeleteTopicAction,9,1,0,11,32,0,1,10,6,0.5625,314,1,0,0,0.458333333,0,0,33.66666667,4,1.4444,0
Redaktor,1,pff.validation.PFFOtherCommunicatorValidator,4,2,0,5,8,0,3,2,2,1,92,1,0,0.714285714,0.666666667,1,4,21,4,1.25,0
Redaktor,1,redaktor.redactor.Redactor,31,1,0,69,41,0,67,2,29,0.892857143,944,1,1,0,0.233333333,1,1,29,7,2.3871,0
Redaktor,1,redaktor.message.Message,20,1,0,15,28,0,12,3,18,0.83625731,504,0.777777778,3,0,0.195488722,1,1,23.75,7,2.05,0
Redaktor,1,redaktor.web.dispatch.actions.issue.TopicsListStyle,7,2,0,3,9,0,1,2,5,0.583333333,178,1,0,0.6875,0.666666667,1,2,24.14285714,5,2.2857,0
Redaktor,1,redaktor.web.dispatch.actions.article.ShowArticleAction,9,1,0,15,32,0,2,13,6,0.5625,323,1,0,0,0.458333333,0,0,34.66666667,4,1.4444,0
Redaktor,1,redaktor.web.dispatch.actions.contact.ContactsListModel,14,1,0,8,38,0,1,7,9,0.714285714,529,0.857142857,3,0,0.307692308,0,0,36.28571429,5,2.2143,1
Redaktor,1,redaktor.image.ImagesManagerBean,3,1,0,2,5,1,0,2,1,0.75,48,1,0,0,0.5,0,0,14.33333333,1,0.3333,0
Redaktor,1,ptf.model.PTFDataModel,7,1,0,27,7,21,27,0,7,2,7,0,0,0,0.714285714,0,0,0,1,1,0
Redaktor,1,redaktor.web.ContactsManager,13,2,0,10,27,0,6,4,7,0.458333333,291,1,1,0.266666667,0.236111111,1,4,21.23076923,2,1.5385,0
Redaktor,1,redaktor.redactor.RedactorsManagerBean,14,1,0,13,62,0,0,13,12,0.769230769,819,1,7,0,0.323076923,0,0,56.78571429,6,2.8571,0
Redaktor,1,redaktor.initialization.InitializationBean,29,1,0,20,140,0,0,20,2,0.793650794,2781,1,7,0,0.416666667,0,0,94.5862069,7,2.2759,0
Redaktor,1,redaktor.util.MD5,5,1,0,8,18,0,7,1,2,0.625,229,1,0,0,0.25,0,0,44.4,6,1.8,0
Redaktor,1,redaktor.web.dispatch.actions.contact.DeleteContactAction,9,1,0,9,27,0,1,8,6,0.5625,267,1,0,0,0.458333333,0,0,28.44444444,2,1.2222,0
Redaktor,1,pff.validation.PFFGgValidator,4,2,0,5,8,0,3,2,2,1.066666667,93,1,0,0.714285714,0.666666667,1,4,21,4,1.25,0
Redaktor,1,redaktor.web.dispatch.actions.issue.TopicsListModel,15,1,0,13,51,0,2,11,11,0.653061224,732,1,3,0,0.285714286,0,0,47.33333333,6,1.9333,0
Redaktor,1,redaktor.web.dispatch.actions.topic.AcceptTopicAction,9,1,0,12,38,0,1,11,6,0.5625,354,1,0,0,0.458333333,0,0,38.11111111,7,1.7778,0
Redaktor,1,redaktor.message.MessagesManagerLocal,10,1,0,6,10,45,4,2,10,2,10,0,0,0,0.45,0,0,0,1,1,0
Redaktor,1,redaktor.article.Article,31,1,0,19,44,0,16,3,29,0.885714286,870,1,4,0,0.175,1,1,26.61290323,7,2.1613,0
Redaktor,1,redaktor.util.CharacterEncodingFilter,6,1,0,1,12,0,0,1,4,0.75,145,1,0,0,0.32,0,0,22.5,2,0.8333,0
Redaktor,1,redaktor.web.dispatch.actions.account.DeleteAccountAction,9,1,0,9,28,0,1,8,6,0.5625,313,1,0,0,0.458333333,0,0,33.55555556,6,1.6667,0
Redaktor,1,redaktor.article.ArticlesManagerBean,21,1,0,7,56,0,0,7,19,0.52,1149,1,2,0,0.307142857,0,0,53.47619048,16,3,2
Redaktor,1,redaktor.web.dispatch.actions.message.ListMessagesAction,10,1,0,16,31,0,1,15,6,0.555555556,273,1,0,0,0.481481481,0,0,26.1,3,1.4,0
Redaktor,1,redaktor.web.dispatch.actions.account.PasswordForm,4,2,0,11,15,0,1,10,2,1.066666667,165,0.4,0,0.923076923,0.666666667,1,9,39,2,0.75,0
Redaktor,1,pff.widget.PFFHiddenInputWidget,5,2,0,8,12,0,6,2,3,0.625,123,1,0,0.8125,0.75,1,4,23.2,2,1,0
Redaktor,1,redaktor.web.dispatch.actions.message.MessageListStyle,4,2,0,3,6,0,1,2,2,0.666666667,68,1,0,0.846153846,0.666666667,1,2,15.5,2,0.75,0
Redaktor,1,redaktor.web.security.Guardian,15,1,0,52,36,0,47,5,13,0.535714286,429,1,0,0,0.357142857,0,0,27.46666667,8,2.1333,0
Redaktor,1,redaktor.web.util.HyperlinkProperties,29,1,0,13,54,0,11,2,27,0.792207792,1030,1,0,0,0.292857143,0,0,34.13793103,10,2.4828,0
Redaktor,1,redaktor.web.RedactorsManager,17,2,0,29,42,0,23,6,12,0.583333333,476,1,2,0.210526316,0.395833333,1,4,26.82352941,4,1.8824,0
Redaktor,1,pff.validation.PFFValidator,8,1,18,35,10,0,34,1,6,0.666666667,137,1,0,0,0.476190476,0,0,15.75,2,1,0
Redaktor,1,redaktor.web.dispatch.actions.topic.UnassignTopicAction,9,1,0,11,34,0,1,10,6,0.5625,312,1,0,0,0.458333333,0,0,33.44444444,4,1.4444,0
Redaktor,1,redaktor.web.TopicsManager,19,2,0,19,51,0,13,6,14,0.472222222,524,1,1,0.19047619,0.222222222,1,4,26.47368421,4,1.7895,0
Redaktor,1,redaktor.rights.RightsManagerBean,8,1,0,3,31,0,0,3,6,0.523809524,251,1,0,0,0.476190476,0,0,30,3,1.5,0
Redaktor,1,redaktor.message.MessagesManagerBean,13,1,0,5,34,0,0,5,11,0.444444444,498,1,0,0,0.395833333,0,0,37.07692308,3,2,0
Redaktor,1,redaktor.web.dispatch.actions.news.NewNewsForm,4,2,0,9,12,0,1,8,2,1,117,0.5,0,0.923076923,0.666666667,1,9,27.25,2,0.75,1
Redaktor,1,pff.widget.PFFCheckboxWidget,5,2,0,4,20,0,1,3,3,0.625,176,1,0,0.8125,0.5,2,6,33.8,4,1.8,0
Redaktor,1,redaktor.web.ParamKeys,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
Redaktor,1,redaktor.web.dispatch.actions.news.NewsDetailsModel,11,1,0,7,20,0,1,6,9,0.74,298,0.4,1,0,0.35,0,0,25.63636364,3,1.6364,0
Redaktor,1,redaktor.web.dispatch.actions.contact.CreateContactAction,12,1,0,11,39,0,1,10,6,0.545454545,357,1,0,0,0.327272727,0,0,28.58333333,2,1.25,0
Redaktor,1,redaktor.image.ImagesManagerLocal,0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Redaktor,1,redaktor.web.util.IconKeys,0,1,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0
Redaktor,1,redaktor.web.dispatch.actions.article.CreateArticleAction,12,1,0,14,66,0,1,13,6,0.545454545,540,1,0,0,0.345454545,0,0,43.83333333,4,1.4167,0
Redaktor,1,pff.widget.PFFWidget,17,1,8,25,28,0,24,1,14,0.7375,387,1,0,0,0.458333333,0,0,21.47058824,3,1.5294,0
Redaktor,1,redaktor.web.dispatch.actions.session.LogoutAction,8,1,0,4,13,0,1,3,6,0.571428571,156,1,0,0,0.428571429,0,0,18.25,2,1.25,0
Redaktor,1,redaktor.web.dispatch.actions.article.NewArticleForm,6,2,0,17,42,0,1,16,2,1.028571429,321,0.285714286,0,0.857142857,0.5,1,11,51.33333333,3,1.5,1
