wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
6,3,0,5,21,3,0,5,5,0.75,104,1,1,0.902439024,0.533333333,1,1,15.66666667,1,0.6667,0
4,1,1,8,10,0,6,2,4,0,51,1,0,0,0.625,0,0,11.5,1,0.75,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,3,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,4,0,0,0
1,1,0,3,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,0,6,4,6,3,4,4,2,4,0,0,0,0.625,0,0,0,1,1,0
1,3,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
0,1,0,1,0,0,1,0,0,2,25,0,0,0,0,0,0,0,0,0,0
3,2,0,6,15,3,0,6,2,2,50,0,0,0.92,1,0,0,15.66666667,1,0.6667,0
2,1,0,6,4,1,4,2,2,2,8,0,0,0,0.75,0,0,3,1,0.5,0
0,1,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,1,0,2,5,3,2,0,3,2,19,0,0,0,0.5,0,0,5.333333333,1,0.6667,0
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
2,1,0,0,3,0,0,0,1,0,12,1,0,0,0.75,0,0,4.5,1,0.5,0
1,4,0,1,3,0,1,0,1,2,6,0,0,1,1,0,0,5,0,0,0
2,3,0,2,3,1,2,0,2,2,7,0,0,0.909090909,0.75,1,1,2.5,1,0.5,0
3,1,0,5,3,3,4,2,3,1.5,8,0,0,0,0.666666667,0,0,0,1,1,0
0,1,0,2,0,0,2,0,0,2,22,0,0,0,0,0,0,0,0,0,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
3,4,0,5,15,3,0,5,2,2,51,0,0,0.978494624,0.666666667,1,1,16,2,1,0
2,1,0,6,2,1,4,2,2,2,2,0,0,0,1,0,0,0,1,1,0
6,2,0,6,16,1,5,3,6,0.6,84,1,0,0.545454545,0.444444444,1,1,12.33333333,2,1,0
3,2,0,5,12,3,1,4,1,2,40,0,0,0.857142857,0.666666667,0,0,12.33333333,1,0.6667,0
6,1,0,4,15,3,1,3,5,0.75,70,1,1,0,0.533333333,0,0,10,1,0.6667,0
4,2,0,2,12,0,1,1,3,0.222222222,68,1,1,0.625,0.5,1,1,15.25,1,0.75,0
7,2,0,4,21,3,2,4,7,0.666666667,108,1,0,0.5,0.428571429,1,1,13.71428571,2,1,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,0,5,4,6,2,3,4,2,4,0,0,0,0.4,0,0,0,1,1,0
5,3,0,4,15,4,0,4,5,0.75,90,1,0,0.902439024,0.533333333,0,0,16.4,1,0.8,0
4,1,0,6,4,6,5,1,4,2,4,0,0,0,0.5,0,0,0,1,1,0
5,1,2,8,13,10,2,6,2,2,53,0,0,0,0.56,0,0,9.6,1,0.8,0
4,3,1,3,5,4,1,2,4,0.666666667,17,1,0,0.925,0.625,0,0,3,1,0.75,0
4,1,0,5,7,4,3,2,4,0.333333333,35,1,1,0,0.583333333,0,0,7.5,2,1,0
5,1,0,7,5,10,6,1,5,2,5,0,0,0,0.4,0,0,0,1,1,0
3,3,0,3,10,0,0,3,3,0,32,1,0,0.948717949,0.666666667,0,0,9.333333333,1,0.6667,0
6,1,0,2,11,3,1,1,4,0.6,53,1,0,0,0.666666667,0,0,7.5,1,0.8333,0
4,1,0,4,8,4,0,4,3,0.666666667,45,1,1,0,0.555555556,0,0,10,1,0.5,0
6,1,0,1,8,0,0,1,6,0,43,1,1,0,0.666666667,0,0,6,1,0.8333,0
10,1,0,5,10,45,4,1,10,2,10,0,0,0,0.36,0,0,0,1,1,0
3,2,0,5,7,1,1,4,3,0.5,29,1,0,0.818181818,0.666666667,0,0,8.333333333,1,0.6667,0
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,1,0,1,4,1,1,0,3,0.5,14,1,0,0,0.666666667,0,0,3.333333333,1,0.6667,0
3,1,0,4,7,3,1,3,3,2,17,0,0,0,0.555555556,0,0,4.666666667,1,0.6667,0
4,4,0,4,7,0,0,4,3,0,34,1,0,0.918918919,0.5,1,1,7.25,2,1,0
1,1,0,3,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0
0,1,0,1,0,0,1,0,0,2,26,0,0,0,0,0,0,0,0,0,0
7,1,1,6,8,3,6,0,7,0.666666667,43,1,0,0,0.476190476,0,0,4.714285714,1,0.8571,0
0,1,0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3,2,0,4,6,0,1,3,3,0,30,1,0,0.818181818,0.666666667,0,0,8.666666667,2,1,0
2,1,0,2,3,0,2,0,1,0,12,1,0,0,0.75,0,0,4.5,1,0.5,0
5,1,0,3,6,6,3,0,5,0.75,24,1,0,0,0.7,0,0,3.4,1,0.8,0
4,1,0,2,13,6,1,1,4,2,45,0,0,0,0.625,0,0,10.25,2,1,0
1,3,0,1,2,0,1,0,1,2,5,0,0,1,1,0,0,4,0,0,0
5,2,0,4,13,0,1,4,4,0.625,76,1,1,0.7,0.5,0,0,13.4,1,0.6,0
3,4,0,4,11,0,0,4,3,0,53,1,0,0.962264151,0.666666667,1,1,16.33333333,1,0.6667,0
7,1,0,2,7,21,2,0,7,2,7,0,0,0,0.642857143,0,0,0,1,1,0
4,3,0,4,10,2,0,4,4,0.666666667,48,1,0,0.925,0.5,0,0,10.5,1,0.75,0
1,1,0,4,1,0,3,2,1,2,1,0,0,0,1,0,0,0,1,1,0
5,1,0,3,9,0,1,2,5,0.666666667,64,1,0,0,0.533333333,0,0,11.2,1,0.8,0
3,1,0,2,3,3,2,0,3,1.5,4,0,0,0,0.666666667,0,0,0,1,1,0
2,1,0,4,2,1,3,2,2,2,2,0,0,0,0.666666667,0,0,0,1,1,0
