wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
3,1,0,15,3,3,15,0,3,2,3,0,0,0,1,0,0,0,1,1,0
5,1,0,1,35,4,1,0,4,0.583333333,354,1,0,0,0.5,0,0,69.2,8,3.2,0
3,1,0,3,9,3,1,2,2,2,43,0,0,0,0.666666667,0,0,13.33333333,1,0.6667,0
4,1,0,4,5,0,3,1,4,0.333333333,24,1,0,0,0.875,0,0,4.75,1,0.75,0
5,1,0,4,13,0,0,4,5,0.5,65,1,0,0,0.8,0,0,11.6,3,1.2,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,0,2,24,0,0,0,0,0,0,0,0,0,0
5,1,0,16,12,4,14,2,5,0.25,55,1,0,0,0.533333333,0,0,9.8,1,0.6,0
2,1,0,4,2,1,3,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0
4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.875,0,0,0,1,1,0
4,1,0,2,5,6,1,1,4,2,16,0,0,0,0.875,0,0,3,1,0.75,0
3,1,0,8,16,3,1,7,1,2,125,0,0,0,0.444444444,0,0,40.66666667,1,0.6667,0
2,1,0,1,6,0,1,0,2,1,39,1,0,0,0.666666667,0,0,16.5,2,1,0
4,1,0,3,4,6,2,1,4,2,4,0,0,0,0.5,0,0,0,1,1,0
5,1,0,7,17,0,0,7,5,0.5,75,1,0,0,0.8,0,0,13.4,3,1.2,0
4,1,0,2,7,6,1,1,4,2,20,0,0,0,0.875,0,0,4,1,0.75,0
5,1,0,3,15,0,2,1,4,0.5,137,1,0,0,0.9,0,0,25.2,4,1.8,0
19,4,0,8,69,91,2,8,13,0.777777778,632,1,2,0.8125,0.368421053,1,1,31.89473684,5,1.2632,1
17,1,0,19,73,112,13,7,5,0.84375,502,1,1,0,0.170454545,0,0,28.17647059,2,1,1
17,2,0,9,64,76,7,2,9,0.879166667,713,0.6,2,0.708333333,0.339285714,1,3,40.05882353,9,1.4118,1
14,1,0,24,63,63,20,20,9,0.841346154,822,0.4375,0,0,0.333333333,0,0,56.57142857,24,2.7857,1
