wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555555556,0,0,7,2,1.3333,0
3,1,6,8,4,3,7,1,0,2,6,0,0,0,0.555555556,0,0,1,1,0.6667,0
12,1,0,1,26,0,1,0,0,0.681818182,365,0.5,2,0,0.409090909,0,0,28.58333333,10,2.5,0
3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555555556,0,0,7,2,1.3333,0
1,4,0,2,2,0,2,0,1,2,6,0,0,1,1,0,0,5,0,0,0
3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555555556,0,0,7,2,1.3333,0
2,1,0,2,3,1,2,0,0,1,38,0,1,0,1,0,0,16,2,1,0
3,2,0,3,5,3,1,2,0,2,22,0,0,0.5,0.555555556,0,0,6.333333333,2,1.3333,0
4,1,0,2,10,6,2,0,3,2,39,0,0,0,0.875,0,0,8.75,2,1.25,1
9,1,0,11,9,36,10,1,9,2,9,0,0,0,0.333333333,0,0,0,1,1,1
2,3,0,0,3,1,0,0,2,2,229,0,0,0.974358974,1,0,0,113.5,1,0.5,1
1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,1,1,1
1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,1,1,1
2,3,0,0,3,1,0,0,2,2,229,0,0,0.974358974,1,0,0,113.5,1,0.5,1
1,1,0,8,1,0,8,0,1,2,1,0,0,0,1,0,0,0,1,1,1
4,1,0,71,4,6,71,0,4,2,4,0,0,0,0.583333333,0,0,0,1,1,1
1,1,0,2,2,0,2,0,1,2,20,0,0,0,1,0,0,15,0,0,1
1,1,0,0,2,0,0,0,1,2,10,0,0,0,1,0,0,3,0,0,1
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1
2,1,0,0,3,1,0,0,1,2,7,0,0,0,1,0,0,2.5,1,0.5,1
1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,1
2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974358974,1,0,0,620.5,1,0.5,1
1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,1
2,4,0,1,3,1,0,1,2,2,3764,0,0,0.976190476,1,0,0,1875,1,0.5,1
2,3,0,0,3,1,0,0,2,2,229,0,0,0.974358974,1,0,0,113.5,1,0.5,1
2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974358974,1,0,0,620.5,1,0.5,1
2,1,0,1,23,1,1,0,2,2,145,0,0,0,0.5,0,0,71.5,8,4,1
2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,1
2,1,0,1,3,1,0,1,2,2,7,0,0,0,0.75,0,0,2.5,1,0.5,1
3,1,0,1,4,0,1,0,3,0.642857143,55,0,0,0,0.666666667,0,0,15,0,0,1
2,4,0,1,3,1,0,1,2,2,1009,0,0,0.975,1,0,0,503.5,1,0.5,1
2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974358974,1,0,0,620.5,1,0.5,1
2,1,0,7,24,1,3,4,2,2,109,0,0,0,0.5,0,0,53.5,1,0.5,1
2,4,0,4,6,1,0,4,2,2,439,0,0,0.976190476,1,0,0,218.5,1,0.5,1
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,1
2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974358974,1,0,0,620.5,1,0.5,1
11,1,0,19,11,55,15,4,11,2,11,0,0,0,0.262626263,0,0,0,1,1,1
1,4,0,3,2,0,3,0,0,2,6,0,0,1,1,0,0,4,0,0,1
0,1,0,6,0,0,5,1,0,2,218,0,0,0,0,0,0,0,0,0,1
1,1,0,0,2,0,0,0,1,2,40,0,0,0,1,0,0,3,0,0,1
0,1,0,4,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,2,0,1,0,1,2,17,0,1,0,1,0,0,12,0,0,1
2,4,0,5,7,1,0,5,2,2,518,0,0,0.976190476,1,0,0,258,1,0.5,1
2,3,0,0,3,1,0,0,2,2,229,0,0,0.974358974,1,0,0,113.5,1,0.5,1
7,1,0,6,7,21,3,3,7,2,7,0,0,0,1,0,0,0,1,1,1
2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974358974,1,0,0,620.5,1,0.5,1
2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974358974,1,0,0,620.5,1,0.5,1
2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974358974,1,0,0,620.5,1,0.5,1
1,4,0,2,2,0,1,1,1,2,6,0,0,1,1,0,0,4,0,0,1
2,4,0,5,7,1,0,5,2,2,608,0,0,0.976190476,1,0,0,303,1,0.5,1
2,3,0,0,3,1,0,0,2,2,229,0,0,0.974358974,1,0,0,113.5,1,0.5,1
2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,1
1,1,1,1,2,0,1,0,1,2,26,0,0,0,1,0,0,3,0,0,1
1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,1
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,1
