name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
ant,1.7,org.apache.tools.ant.input.MultipleChoiceInputRequest,3,2,0,3,10,0,2,1,3,0,44,1,0,0.75,0.555555556,1,1,13.33333333,4,1.6667,0
ant,1.7,org.apache.tools.ant.types.resources.selectors.Name,6,1,0,3,11,0,0,3,6,0.5,56,1,0,0,0.375,0,0,8,3,1.1667,0
ant,1.7,org.apache.tools.ant.taskdefs.condition.Equals,6,1,0,3,11,1,1,2,6,0.7,74,1,0,0,0.555555556,0,0,10.66666667,1,0.8333,0
ant,1.7,org.apache.tools.ant.types.AbstractFileSet,59,3,3,38,121,1145,9,29,57,0.728448276,1035,1,2,0.344827586,0.061743341,2,3,16.40677966,8,1.8475,3
ant,1.7,org.apache.tools.ant.types.selectors.SelectorScanner,3,1,0,3,3,3,2,1,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
ant,1.7,org.apache.tools.ant.taskdefs.optional.junit.CompoundEnumeration,3,1,0,1,7,0,1,0,3,0,58,1,0,0,0.666666667,0,0,17.66666667,4,1.6667,0
ant,1.7,org.apache.tools.ant.taskdefs.Unpack,13,3,2,9,36,62,2,7,8,0.638888889,202,1,1,0.755102041,0.307692308,0,0,14.30769231,5,1.5385,1
ant,1.7,org.apache.tools.ant.taskdefs.Javadoc,92,3,0,34,261,3726,8,34,81,0.960245637,2704,0.970588235,11,0.291338583,0.11247576,2,2,28.02173913,15,1.5543,4
ant,1.7,org.apache.tools.ant.taskdefs.Delete,46,4,0,39,135,17,2,37,40,0.883760684,1100,1,3,0.639344262,0.074666667,3,5,22.63043478,16,1.6739,5
ant,1.7,org.apache.tools.ant.taskdefs.optional.jlink.jlink,17,1,0,2,81,100,1,1,9,0.7125,654,0.8,0,0,0.274509804,0,0,37.17647059,7,2.0588,0
ant,1.7,org.apache.tools.ant.taskdefs.Cvs,1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
ant,1.7,org.apache.tools.ant.util.RetryHandler,2,1,0,2,9,0,0,2,2,0,74,1,1,0,0.6,0,0,35,1,0.5,0
ant,1.7,org.apache.tools.ant.DynamicAttribute,1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
ant,1.7,org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm,6,1,0,3,25,0,1,2,6,0.3,135,1,0,0,0.444444444,0,0,21.16666667,4,2,0
ant,1.7,org.apache.tools.ant.ProjectComponent,10,1,28,67,14,35,66,2,10,0.740740741,75,1,2,0,0.32,0,0,6.2,3,1.1,0
ant,1.7,org.apache.tools.ant.taskdefs.SubAnt,31,3,0,15,109,365,0,15,27,0.888095238,778,1,2,0.552238806,0.114919355,1,3,23.64516129,22,2.2903,1
ant,1.7,org.apache.tools.ant.types.selectors.SelectorContainer,24,1,0,24,24,276,4,20,24,2,24,0,0,0,0.089285714,0,0,0,1,1,0
ant,1.7,org.apache.tools.ant.filters.ExpandProperties,4,4,0,4,13,0,1,3,4,0,87,1,0,0.928571429,0.75,2,4,20.5,1,0.5,0
ant,1.7,org.apache.tools.ant.types.DirSet,7,4,0,9,22,21,4,5,6,2,103,0,0,0.945652174,0.571428571,3,5,13.71428571,3,1.4286,0
ant,1.7,org.apache.tools.ant.util.FlatFileNameMapper,4,1,0,2,7,6,1,1,4,2,20,0,0,0,0.875,0,0,4,1,0.75,0
ant,1.7,org.apache.tools.ant.taskdefs.LoadResource,8,3,1,10,45,2,1,9,8,0.714285714,336,1,1,0.840909091,0.35,2,2,40.25,2,1.125,1
