wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
12,3,0,7,213,183,3,0,74,2,246,1,1,0.8304179591206202,1,4,0,3.8957250143579407,13,0.7937877953268038,0
81,2,0,8,23,2518,17,35,74,2,2199,1,1,0.7128111162460335,1,4,0,13.94056023939213,13,0.532645887030678,0
81,3,0,8,213,2518,1,7,10,0,234,0,1,0.9888480393541289,1,0,0,18.114846873904813,2,0.6355754083413312,0
17,1,0,3,26,259,4,4,74,1,2199,0,10,0.13954880125354563,1,4,4,47.33333333,2,0.8024492051681721,0
12,2,0,3,213,364,17,9,74,0,2199,0,1,0,1,0,0,10.224678311188796,13,0.8305807465124954,0
13,3,0,35,29,2518,3,35,74,0,170,0,10,0,0,0,4,8.24703431093558,13,2.2105,0
9,2,0,2,43,221,17,9,74,2,363,1,1,0,0,0,4,24.420820045694896,2,0.6668512173628236,0
12,1,0,7,213,2518,2,6,74,2,209,1,1,1,1,4,1,4.058344577395563,2,0.7348638400184166,0
81,4,0,14,41,338,0,5,13,2,2199,0,2,1,1,4,0,47.33333333,3,1.2771786466098225,0
81,4,0,8,19,251,3,5,13,2,326,0,1,0.16379334167933945,0,4,0,6.674524767431839,13,1.2921188473306493,0
81,4,0,12,213,346,10,35,12,0,295,1,1,1,0,0,4,47.33333333,13,1.246457914199417,0
81,4,0,35,213,336,17,6,74,2,2199,0,10,1,0,0,1,5.025626286033748,2,2.2105,0
81,4,0,35,213,361,0,35,11,0,275,1,1,1,1,4,1,0.42742934393940774,2,0.7871617775446549,0
13,1,0,4,213,2518,2,0,74,2,2199,1,2,0.13789531949386122,0,1,4,32.8714697531783,13,0.4926792839558551,0
81,1,0,6,1,270,17,7,74,1,2199,0,10,0.07110921255610678,1,0,4,27.93971482444516,13,0.4172367972272137,0
11,4,0,35,213,234,6,5,74,2,232,0,10,0.16597158356853797,1,1,4,47.33333333,13,0.42916348330249554,0
81,4,0,0,213,351,3,35,13,0,2199,1,10,0.12211298066478615,1,0,0,6.568198497618205,13,0.7029185128454117,0
7,1,0,9,213,2518,4,7,10,2,2199,0,10,0.17695931562511835,1,4,4,4.706376821974588,2,0.2677433378862346,0
81,2,0,0,31,2518,3,5,11,2,2199,0,10,0.6877414758102034,1,4,4,14.207118194560982,2,0.9075999701387112,0
81,4,0,17,30,2518,9,35,74,2,245,1,10,0.08655702968253057,0,4,0,47.33333333,13,1.19410459396161,0
12,1,0,3,213,2518,17,35,74,2,227,1,10,1,1,4,4,47.33333333,13,0.5226285588887856,0
13,1,0,1,20,278,2,35,10,0,2199,1,10,0.14036767733252445,0,1,0,5.172056673342821,3,0.8361920084882064,0
81,3,0,6,24,242,17,6,74,2,2199,1,1,0.8245372699111292,0,1,4,6.072483504324078,13,0.770984828758655,0
16,4,0,8,213,276,3,35,13,0,365,0,10,0.16106820158493712,0,1,0,47.33333333,13,0.6707160076091165,0
9,3,0,5,9,2518,17,8,74,0,45,0,10,0.8970796561139318,1,0,4,0,2,0.8515295203613289,0
81,1,0,4,213,326,3,35,15,0,260,1,10,1,1,0,0,11.311426358361665,13,0.6587686320639226,0
81,4,0,35,25,2518,3,4,14,1,2199,0,1,0.06624742516538568,0,0,4,15.99920675201721,2,0.6590965882089119,0
81,3,0,7,27,2518,17,35,11,0,217,0,1,0.9013435838962445,0,4,4,10.724508429617002,0,0.3477592100640329,0
11,2,0,2,30,2518,17,1,74,0,186,1,10,0.715456248067888,1,0,4,5.1581600646620585,13,0.5544453417258534,0
13,1,0,4,213,236,9,35,74,2,2199,0,1,1,0,4,4,6.185301470118698,3,0.7150856140583736,0
12,3,0,8,5,221,17,3,10,1,190,1,10,0.942543717753583,1,0,0,14.778409348590444,13,0.6839248432238427,0
11,4,0,1,31,214,6,35,13,0,224,0,10,0.10694318725549894,1,1,4,4.708524985645584,3,1.2485111384193355,0
15,4,0,35,36,2518,5,5,12,0,2199,1,1,1,1,0,4,10.885991379928914,6,1.6192976892702757,0
81,1,0,5,213,2518,10,35,0,0,261,0,1,1,1,1,1,5.139999847494408,13,1.291024885280568,0
81,1,0,5,213,2518,17,35,9,2,2199,0,1,0.15853101723994215,1,4,4,13.456200136294845,13,0.7536841449457432,0
10,4,0,17,213,358,10,6,74,0,205,0,1,0.17400043237977736,0,4,4,4.5757570807042605,3,0.7836077324081672,0
16,1,0,7,28,2518,17,6,14,1,2199,0,10,0.10128811172328271,1,4,0,15.632803529436792,2,0.9582161774437254,0
16,1,0,1,213,2518,7,5,17,2,361,0,1,1,0,0,0,47.33333333,2,1.2014816386429865,0
13,1,0,10,66,255,17,17,21,1,606,0,1,0.8935181513347141,0,0,0,46.29787625508304,2,1.089586226799598,1
12,3,0,19,140,2518,3,13,4,1,616,1,2,0.7600574772566923,0,2,3,40.073947018798634,0,2.022260667109301,1
15,4,0,12,102,348,3,7,10,1,632,1,4,0.720458472193664,0,2,2,32.731555263171956,6,1.0575069701963529,1
0,3,0,0,186,0,10,27,60,1,0,0,0,0.08491470407701884,0,4,2,32.0228604533194,0,1.1814955785211627,1
32,1,0,14,65,57,17,16,25,1,1085,0,3,0.8578046212962076,0,3,0,36.468492961069124,2,1.3752210393772497,1
