wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,2,0,18,14,112,13,20,5,0,128,1,0,0,0,0,0,9,4,1,0
3,4,0,24,27,112,3,20,5,1,286,1,2,0,1,1,3,60,12,0,0
19,1,0,0,19,112,3,5,4,2,822,1,2,0,1,0,3,3,24,0,0
7,1,0,1,11,13,6,3,2,2,822,1,2,0,1,0,3,69,4,0,0
3,4,0,1,4,112,20,7,7,1,822,1,0,1,1,0,0,21,24,2,0
4,1,0,2,11,20,2,20,13,2,822,0,0,0,0,1,3,6,3,3,0
2,4,0,4,9,12,20,20,13,2,106,1,2,1,0,0,3,69,24,1,0
7,4,0,19,4,17,16,20,4,0,145,1,2,1,1,0,3,18,3,0,0
19,1,0,1,11,112,6,6,13,2,122,1,0,1,1,1,1,69,3,0,0
1,4,0,1,14,22,8,20,5,0,111,1,0,0,0,0,1,69,4,1,0
2,1,0,6,73,112,4,20,2,2,822,1,2,1,1,1,3,69,3,0,0
5,4,0,6,28,112,20,9,2,2,822,0,0,0,0,1,3,46,24,1,0
19,1,0,3,73,112,20,20,0,1,166,0,0,1,1,0,3,24,24,0,0
6,4,0,7,73,24,20,20,2,0,132,0,2,1,0,0,3,69,5,1,0
6,1,0,10,27,112,20,8,3,0,159,0,2,1,1,0,3,4,6,1,0
2,1,0,24,73,20,20,4,3,2,149,1,0,1,1,1,3,11,4,0,0
7,4,0,0,9,112,20,20,5,0,22,1,2,0,1,0,0,19,2,2,0
16,1,0,10,59,106,4,4,0,1,784,0,2,1,0,0,0,19,8,2,1
15,4,0,21,0,101,16,10,6,1,434,0,1,0,0,1,0,22,4,1,1
0,2,0,12,71,64,9,5,12,1,818,1,0,1,0,0,3,54,13,2,1
12,1,0,0,72,45,17,0,7,1,755,1,2,0,0,1,3,62,0,2,1
