wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,1,0,5,4,143,1,3,2,0,25,1,3,1,0,0,0,1,1,1,0
2,1,5,18,84,9,1,1,19,0,27,1,0,1,1,1,1,40,2,1,0
2,1,0,4,84,4,2,4,0,2,597,0,3,1,0,0,0,1,1,1,0
1,1,5,3,0,143,2,2,2,2,24,1,0,0,1,0,1,1,1,0,0
1,1,0,3,84,143,1,3,3,0,27,0,3,1,1,0,0,2,1,1,0
2,1,0,3,4,143,1,0,0,2,597,1,0,0,1,0,1,2,1,1,0
4,1,5,5,2,143,4,2,1,2,46,0,0,0,1,0,1,5,2,1,0
2,1,0,4,8,143,0,4,2,2,2,1,0,1,1,1,0,6,1,1,0
24,1,5,7,5,6,5,3,2,2,597,1,0,1,0,0,0,40,1,1,0
0,1,5,1,7,143,9,1,19,0,41,0,3,1,0,0,1,2,0,0,0
24,1,5,18,4,143,0,1,2,0,18,1,0,1,0,0,1,40,1,1,0
24,1,5,18,84,4,9,15,1,2,26,0,0,0,1,1,1,2,10,3,0
5,1,0,1,9,143,0,0,5,1,14,0,3,0,0,1,1,4,1,1,0
2,1,0,3,6,143,1,2,3,2,34,1,3,0,1,0,0,5,1,1,0
3,1,0,3,1,6,1,3,3,2,597,1,0,1,1,0,0,1,1,1,0
0,1,5,0,5,143,1,2,2,2,35,0,3,1,0,0,1,2,2,1,0
1,1,5,18,5,6,0,15,19,2,36,1,0,0,1,0,1,40,0,3,0
3,1,5,4,5,143,3,1,2,2,597,1,3,0,1,1,0,1,1,0,0
2,1,5,18,4,143,0,1,0,0,597,0,3,1,0,0,0,1,1,1,0
2,1,5,1,10,143,9,15,2,0,597,0,0,0,1,0,0,5,0,1,0
2,1,5,3,2,2,1,2,2,0,19,1,1,1,1,1,1,5,1,1,0
24,1,0,8,84,143,5,2,0,0,26,0,0,1,1,1,1,40,1,1,0
2,1,5,5,4,143,4,3,2,0,597,0,0,0,1,0,0,2,1,1,0
24,1,5,5,84,143,4,0,2,0,37,1,3,0,0,1,0,1,0,1,0
1,1,0,18,3,6,0,15,1,0,597,0,0,1,1,0,0,40,0,3,0
5,1,5,18,5,4,0,1,5,1,11,0,3,1,0,1,0,4,1,1,0
2,1,5,3,0,5,2,3,3,2,14,0,3,1,1,1,0,40,1,1,0
1,1,5,0,84,8,1,1,19,2,597,1,3,1,1,0,1,1,1,3,0
2,1,0,1,4,5,0,15,2,0,33,1,3,1,0,1,0,2,1,1,0
4,1,5,0,3,3,1,0,5,1,49,1,0,1,1,0,0,2,1,1,0
6,1,5,3,2,5,3,1,5,2,597,1,0,1,1,0,0,2,1,1,0
2,1,0,1,84,143,0,1,2,0,34,1,0,0,1,1,1,5,10,3,0
24,1,0,18,5,6,9,15,19,0,34,0,0,1,1,1,1,40,10,0,0
24,1,0,1,2,143,0,15,1,0,24,1,0,0,1,1,0,1,10,0,0
1,1,5,0,5,143,1,1,1,0,597,0,0,1,1,0,0,1,1,1,0
6,1,5,3,5,7,9,2,4,1,41,0,3,0,1,1,1,5,1,1,0
2,1,0,6,6,143,2,4,1,0,31,0,3,0,0,1,1,10,1,0,0
2,1,5,4,84,8,4,2,2,2,32,0,0,1,0,0,0,1,1,1,0
2,1,5,4,5,143,4,3,2,2,597,1,0,1,0,0,1,2,1,1,0
2,1,5,3,5,0,0,3,3,2,22,1,3,1,0,1,0,4,1,1,0
2,1,0,3,8,0,9,4,4,0,597,1,0,1,1,1,1,5,1,1,0
3,5,0,2,3,5,0,4,3,0,45,0,0,1,0,1,0,6,1,0,0
1,1,5,18,4,143,9,15,19,0,597,1,3,1,1,1,0,2,0,0,0
1,1,0,3,6,143,1,4,3,0,35,0,0,0,1,0,1,5,1,1,0
3,1,5,5,6,2,0,5,5,0,3,0,0,1,1,1,0,3,1,1,0
2,1,0,3,4,143,3,1,2,2,31,1,3,1,0,0,1,40,1,1,0
24,1,5,18,84,143,0,1,2,2,597,1,3,1,1,1,1,2,1,1,0
5,1,0,4,9,8,9,4,5,0,36,1,3,0,0,0,0,4,1,1,0
2,1,0,7,84,7,5,0,2,0,597,1,0,1,1,1,1,40,1,1,0
2,1,5,3,5,8,2,2,0,2,597,1,3,0,1,1,0,40,1,1,0
1,1,5,18,4,7,9,1,19,0,597,0,0,0,1,1,0,40,10,0,0
0,1,0,1,84,143,9,1,2,2,597,0,3,1,0,0,1,2,1,1,0
2,1,0,1,6,143,0,15,0,2,39,1,3,0,1,0,1,2,2,1,0
0,1,0,4,84,143,4,1,2,2,597,1,0,1,0,1,1,2,1,1,0
1,1,0,1,8,143,9,15,1,0,35,1,0,0,1,1,0,9,2,1,0
3,5,5,3,10,8,0,5,1,2,38,1,3,0,1,0,1,9,1,0,0
2,1,5,0,84,143,1,15,19,0,597,1,0,1,1,0,1,40,1,1,0
24,1,5,1,84,143,9,15,1,2,30,1,3,1,1,0,1,2,0,3,0
4,1,0,6,6,143,2,4,4,0,597,1,0,0,1,0,1,40,1,1,0
3,1,0,1,84,143,0,1,3,2,597,1,3,1,0,1,1,2,1,1,0
2,1,0,2,13,143,1,1,2,0,8,1,0,0,1,0,0,6,2,0,0
3,5,0,5,3,6,0,5,2,0,597,0,3,0,0,0,0,9,1,0,0
1,1,0,3,7,143,1,2,3,0,31,0,0,0,1,1,0,5,1,0,0
24,1,0,6,84,5,5,2,0,2,597,1,3,0,0,1,0,2,1,1,0
2,1,0,6,84,143,5,1,2,2,29,0,0,0,1,1,1,2,1,1,0
2,1,0,2,6,143,3,0,0,2,597,0,3,1,0,0,1,40,2,1,0
0,1,5,1,84,143,1,15,2,2,597,0,3,1,0,0,0,2,1,1,0
3,1,5,6,9,5,2,4,2,0,37,0,3,0,0,1,0,9,1,1,0
2,1,5,1,4,6,0,15,2,2,38,0,0,0,0,1,0,2,1,1,0
1,1,5,1,4,4,0,15,19,0,31,0,3,0,0,1,1,1,1,3,0
1,1,5,1,4,8,1,15,19,0,26,0,0,1,1,0,1,3,10,0,0
3,1,5,6,8,1,2,4,2,0,14,1,0,1,0,1,0,6,1,1,0
4,1,0,4,1,143,2,5,3,0,597,1,3,0,1,1,1,1,1,1,0
1,1,0,18,84,6,1,0,1,2,31,1,3,0,1,0,0,40,0,3,0
7,1,5,2,2,18,3,0,5,0,597,1,3,0,1,1,0,1,1,1,0
1,1,5,2,3,143,1,0,1,0,597,1,3,1,1,0,1,40,10,0,0
4,1,0,7,5,6,5,2,5,0,38,0,0,0,1,0,1,6,1,1,0
24,1,5,7,5,8,5,0,2,2,597,0,3,1,0,0,1,2,1,1,0
0,1,0,4,3,143,5,1,0,2,27,0,0,1,1,0,0,2,1,1,0
2,1,0,4,4,5,4,2,2,0,20,0,3,0,1,1,1,1,1,1,0
3,1,0,6,2,1,4,2,4,0,22,1,3,0,1,0,1,1,1,1,0
3,1,0,5,5,5,2,5,3,0,27,1,3,1,1,0,0,4,1,1,0
3,1,5,0,5,143,0,0,1,0,34,0,3,0,0,1,1,40,1,1,0
6,1,5,3,9,3,4,0,6,0,29,0,0,0,0,0,1,2,1,1,0
24,1,0,1,84,8,0,15,19,2,597,1,3,0,0,1,1,40,1,3,0
2,1,0,7,84,143,4,3,2,0,31,0,0,1,0,0,0,1,0,1,0
1,1,5,1,0,6,2,15,3,2,597,1,0,0,1,1,1,1,1,1,0
3,1,5,18,10,11,0,15,2,2,30,1,3,0,1,1,0,5,1,1,0
24,1,0,6,84,5,5,15,2,0,39,0,0,1,0,1,0,2,1,1,0
2,1,5,2,4,4,1,2,0,2,33,0,3,1,0,1,1,2,1,1,0
1,1,5,1,5,9,1,15,1,2,597,0,3,1,1,1,0,40,1,1,0
3,1,0,4,84,143,4,2,3,0,31,0,3,0,1,0,1,1,1,1,0
2,1,5,0,4,9,0,15,2,2,597,0,3,1,0,1,0,1,1,1,0
3,1,0,6,7,1,2,4,2,0,30,1,0,0,1,0,0,7,1,1,0
3,1,5,18,7,8,0,1,3,0,32,0,0,1,0,1,0,1,0,1,0
0,1,5,5,84,143,3,2,2,2,597,1,0,1,1,0,0,1,1,1,0
0,1,0,1,84,9,1,1,2,0,24,1,3,0,1,1,0,40,1,1,0
1,1,0,18,4,5,9,15,19,0,21,1,3,0,0,0,1,1,10,0,0
2,1,0,5,5,7,2,3,2,0,28,1,3,1,0,1,1,40,1,1,0
24,1,0,1,3,6,9,0,19,0,23,1,0,1,0,1,0,40,10,0,0
1,1,0,1,84,9,9,15,1,0,597,0,3,1,0,1,1,1,10,3,0
24,1,0,0,5,7,1,15,19,0,31,0,0,1,0,0,1,40,10,0,0
3,1,5,18,84,143,0,15,0,2,18,0,0,1,1,1,0,40,1,1,0
2,1,5,2,5,143,1,1,4,1,597,0,0,0,1,1,0,9,2,0,0
5,1,0,8,7,11,5,4,5,2,597,0,3,0,1,0,1,40,1,1,0
3,1,0,3,6,7,4,1,3,0,37,1,3,0,1,0,0,2,2,1,0
0,1,5,8,5,8,4,4,1,2,25,1,0,0,0,1,0,40,1,1,0
4,1,5,1,4,6,9,2,4,0,597,1,0,1,1,0,0,2,1,1,0
1,1,0,3,84,7,1,2,3,2,33,0,3,1,0,0,1,40,2,1,0
24,1,5,1,84,143,0,15,2,0,597,0,0,0,1,0,1,40,0,1,0
4,1,5,7,6,9,2,5,4,2,10,1,3,1,0,0,1,4,1,1,0
1,1,5,18,4,7,1,15,19,0,597,0,3,0,0,1,0,40,10,3,0
3,0,1,7,5,8,5,2,4,1,33,1,3,1,1,0,1,4,1,0,0
2,1,0,2,84,143,1,15,0,0,23,1,0,0,0,1,1,40,1,1,0
4,1,5,1,3,143,0,1,4,1,57,0,3,1,1,1,0,3,1,1,0
4,1,0,7,6,9,9,7,3,0,28,0,0,0,0,1,1,4,1,1,0
4,1,0,6,84,8,5,1,1,0,597,1,0,0,1,1,0,2,0,1,0
24,1,0,4,5,5,5,15,0,0,29,0,0,0,1,0,1,3,1,1,0
3,1,0,5,2,6,0,4,2,0,6,0,3,1,1,1,0,4,1,1,0
1,1,0,18,3,7,9,1,0,2,38,0,0,0,0,0,1,7,1,1,0
4,1,0,5,84,143,5,3,4,2,597,1,0,1,1,1,1,40,0,1,0
2,1,0,6,84,5,2,4,2,2,15,0,3,1,1,1,1,40,1,1,0
3,1,1,0,13,7,1,0,3,0,40,0,0,1,0,1,0,4,1,1,0
0,1,5,3,84,4,3,0,2,0,597,1,0,1,0,0,0,40,0,1,0
3,0,0,3,8,4,0,3,2,2,597,0,0,1,1,1,0,7,1,0,0
15,1,5,16,36,38,0,11,7,0,308,1,1,0,0,1,0,10,4,1,1
2,2,5,6,22,9,1,5,5,0,111,1,1,1,0,0,0,16,3,1,1
9,1,5,6,11,14,3,5,8,1,49,0,3,1,0,1,0,9,3,1,1
17,1,1,5,41,124,2,4,17,1,254,1,1,1,0,1,0,5,3,1,1
21,3,5,12,0,112,1,10,16,1,0,1,3,1,0,1,0,16,7,1,1
3,1,5,6,9,5,1,5,2,2,24,0,0,0,0,0,0,9,2,1,1
6,1,5,6,9,143,6,0,5,0,73,1,0,1,1,0,1,7,2,1,1
3,1,0,4,10,3,1,3,3,2,33,0,1,0,1,1,1,9,1,1,1
22,0,5,13,17,132,5,8,17,1,51,0,0,1,0,0,1,9,2,1,1
5,3,0,11,8,11,1,8,1,0,104,0,0,1,0,0,1,14,2,1,1
2,3,5,7,7,16,5,5,2,0,29,1,0,1,1,1,0,11,3,1,1
8,2,0,3,26,23,9,4,4,1,109,0,0,1,0,1,1,12,3,1,1
17,1,5,4,37,42,4,3,13,1,241,1,3,0,0,1,1,10,2,1,1
9,3,5,17,32,78,2,0,10,1,150,0,0,0,0,0,1,12,1,1,1
2,1,0,11,10,143,5,5,3,2,5,0,1,0,1,0,1,7,1,0,1
2,1,0,6,7,2,1,5,2,2,9,0,3,0,1,0,1,10,1,0,1
8,1,5,7,19,8,2,7,7,0,173,1,0,1,0,0,0,14,2,1,1
2,1,0,6,13,5,1,6,1,0,30,1,1,1,1,0,0,20,1,1,1
4,5,0,7,8,19,3,1,1,1,100,1,3,1,0,1,1,15,3,1,1
10,1,0,12,41,20,3,10,0,1,236,0,3,0,1,0,0,19,7,2,1
24,2,5,9,84,11,1,6,3,2,96,1,3,1,1,0,1,26,5,2,1
16,1,5,13,36,67,3,13,12,1,178,1,1,0,0,0,0,11,4,1,1
8,1,5,3,19,35,1,2,8,0,63,0,0,1,0,0,1,6,1,1,1
7,1,2,17,80,143,5,12,2,0,357,1,1,1,0,1,0,35,0,2,1
4,2,5,5,35,11,0,5,2,2,106,1,1,1,0,1,0,17,3,1,1
