wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,1,0,0,2,1,3,5,2,2,3,1,1,0,0.7426407233332697,0,6,9,1,1,0
2,4,0,7,2,0,0,0,2,1,1,0,1,1,0.7627091818051107,0,6,9,1,1,0
2,4,0,7,2,1,3,0,2,1,2,1,1,0,0.7620832799987297,0,6,9,1,1,0
2,4,0,7,2,1,0,0,2,2,2,0,1,0,0.7563537039770997,0,6,0,1,1,0
2,4,0,0,2,1,3,0,2,1,1,0,0,1,0.7629212694225408,0,6,0,1,1,0
1,4,0,0,1,45,3,0,1,1,0,1,0,1,0.9750250743530376,0,6,9,1,1,0
1,4,0,0,1,45,3,5,1,2,2,1,1,0,0.9768899214873352,1,0,0,1,1,0
1,1,0,7,1,1,3,0,1,1,0,0,0,1,0,1,0,9,1,1,0
1,4,0,7,1,1,0,5,1,2,2,0,1,1,0,0,0,9,1,1,0
1,4,0,0,2,45,3,0,1,2,18,1,1,0,0,0,6,0,1,1,0
1,1,0,0,1,1,3,0,1,2,52,0,1,1,0.9821833105773694,0,0,9,1,1,0
1,4,0,1,1,45,0,1,1,2,0,0,1,0,0,0,6,9,1,1,0
2,1,0,0,2,1,0,5,2,2,3,1,1,1,0.7605426594002875,1,6,9,1,1,0
2,1,0,0,2,0,3,0,2,1,3,1,1,0,0,1,0,9,1,1,0
2,1,0,7,2,1,3,0,2,2,1,1,1,0,0.75675616555931,0,0,0,1,1,0
2,1,0,0,2,1,0,0,2,1,3,0,1,1,0.7574496503017618,0,6,0,1,1,0
3,4,0,7,3,3,0,0,3,1,3,0,1,0,0.7717022853318639,0,6,0,1,1,0
2,4,0,0,2,2,3,5,2,2,3,0,0,0,0.9810287135499619,1,6,0,1,1,0
1,1,0,0,1,1,3,0,1,2,52,0,0,1,0.9757005515860235,1,6,0,1,1,0
2,4,0,0,2,0,3,5,2,2,2,1,1,0,0.7426977118336695,1,0,9,1,1,0
2,1,0,0,2,1,0,0,2,1,2,0,0,0,0.7376449680506693,1,0,0,1,1,0
1,1,0,7,1,45,3,5,1,1,3,0,1,1,0,0,0,9,1,1,0
2,4,0,7,2,1,0,5,2,1,1,0,0,1,0.7379131780556686,1,0,9,1,1,0
2,4,0,7,2,2,0,5,2,2,1,1,1,0,0.7562205295371446,0,0,0,1,1,0
7,4,0,4,8,4,3,2,4,2,47,1,1,0,0.49148056973125587,1,1,8,0,0,1
6,1,0,1,9,6,3,3,4,2,32,1,0,0,0.5053224824127402,1,6,4,1,1,1
9,4,0,2,8,26,0,4,8,1,43,1,0,1,0.4603453088339041,0,0,3,1,1,1
1,1,0,3,1,45,1,2,1,1,52,1,1,0,0.979330020321329,0,0,0,1,1,1
1,1,0,2,2,3,2,0,1,1,44,1,1,0,0.9448441441903411,1,6,0,1,1,1
6,4,0,4,8,18,3,2,8,2,30,1,1,1,0.7422275963777842,1,3,3,1,1,1
6,1,0,4,8,28,3,4,8,2,32,1,1,1,0.7121110585066355,0,0,5,1,1,1
5,3,0,4,6,2,3,0,3,1,22,1,0,0,0.5914832823858651,1,6,7,3,0,1
6,4,0,1,6,17,3,1,6,2,4,0,1,1,0.7474287048684284,1,6,9,1,1,1
8,4,0,1,9,14,0,2,6,1,38,0,0,1,0.44769855872193476,1,0,6,1,1,1
2,4,0,2,2,2,1,1,2,1,4,0,1,1,0.7778861935936232,1,0,9,1,1,1
4,1,0,2,9,4,3,4,7,1,22,0,0,1,0.4999247068216727,0,3,6,1,1,1
6,1,0,3,0,16,3,3,8,2,50,0,1,0,0.2076619038192068,1,6,4,1,1,1
6,4,0,2,5,13,1,1,6,1,8,0,1,0,0.8052104426403691,0,6,0,1,1,1
3,1,0,4,10,14,0,2,4,1,34,0,1,1,0.7383776112229793,0,5,3,1,1,1
1,4,0,3,0,45,2,1,1,1,3,1,0,0,0.9641630012060154,1,6,9,1,1,1
2,1,0,2,2,2,1,1,2,2,4,1,1,1,0.7139945611970769,1,6,0,1,1,1
