wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
78,1,0,0,230,0,17,47,0,0,6643,1,25,0.11504356824514772,0,0,21,28.286667209612137,0,21,0
78,1,52,0,230,0,55,0,50,2,6643,0,25,0.0,0,0,21,153.68249831856278,147,10.026743467226359,0
9,5,0,0,0,0,36,0,50,2,0,0,0,1,0,4,21,50.83474198751789,147,20.667072977804043,0
0,5,0,0,0,0,4,0,0,2,6643,1,0,0.15085380182430844,0,0,0,341.4166667,147,2.336990297993253,0
13,5,52,0,230,2643,10,47,50,2,6643,0,0,0.23132659163718458,1,0,0,28.076078546965256,147,0.0,1
0,1,0,60,0,0,23,0,0,0,0,0,0,0.7605607359592678,1,4,0,292.4265653292198,147,0.2854647690077295,4
77,1,52,0,0,2643,47,47,0,2,0,0,0,0.8687030586306579,1,0,0,302.22846253172327,0,5.097760647245243,2
61,5,0,0,230,0,13,47,50,2,6643,1,0,1,0,4,21,285.07641289445274,0,21,2
78,1,52,60,0,0,15,47,0,2,6643,0,25,0.0,1,0,0,0.0,147,1.8096866809653935,1
9,1,52,0,0,2643,4,47,50,0,0,0,25,0.38723841946443327,1,4,21,269.6573895728243,147,2.247219320286744,2
72,1,0,60,0,2643,7,0,50,2,6643,1,25,0.195819885107214,1,0,0,341.4166667,147,1.5118768872649702,1
5,1,52,60,0,2643,55,47,0,2,6643,1,0,0.3388385247255438,0,4,0,145.13239433941672,0,4.6010296168961435,1
40,5,0,60,0,0,45,47,0,2,0,0,25,0.19310209795770705,0,0,0,7.118407928725014,147,4.3926171377732,2
22,5,52,60,0,0,48,0,50,0,6643,1,0,1,1,0,21,341.4166667,147,21,1
11,5,0,0,0,0,50,0,0,2,0,1,25,0.0,1,0,21,0.0,147,19.115211878312703,0
64,5,52,60,0,2643,0,0,0,2,0,1,0,0.12881244112921791,1,4,21,115.46383187817574,0,16.554664895258703,2
0,5,0,0,0,0,50,47,50,2,0,1,0,0.7512884110702479,0,4,21,341.4166667,0,18.548133981267945,2
72,5,52,60,0,0,47,47,0,2,0,1,0,0.32186825861541124,0,0,21,288.4204755027845,0,0.0,6
78,5,0,60,230,2643,6,0,0,2,6643,1,0,0.0,0,4,21,0.0,147,21,0
22,5,52,60,0,2643,0,0,0,2,6643,1,0,0.0,1,4,0,341.4166667,147,21,1
72,5,52,60,230,2643,55,0,50,2,6643,1,0,0.6724836399815629,0,4,21,0.0,147,18.519905378579757,1
78,1,52,0,0,0,10,0,50,2,6643,0,25,0.9698394326419593,1,0,0,52.074257159085136,0,0.0,2
0,1,52,0,230,0,0,0,0,0,0,1,0,0.7191696083187605,0,0,21,93.19471701722685,147,5.225287300815681,1
8,5,52,0,230,2643,0,47,50,2,6643,0,25,0.0,1,0,21,68.2311445713827,147,3.72681189607831,1
78,1,52,60,230,2643,55,47,50,0,6643,1,0,1,1,0,0,111.58328603780681,147,18.083428142834574,1
0,1,52,0,230,2643,49,47,0,2,6643,0,0,0.17911046242119072,0,4,21,85.54091023694569,147,0.40897706089960195,1
10,5,52,0,0,2643,55,0,0,2,0,1,0,0.9428081161836173,1,0,0,11.470052987754201,0,1.394501073889038,2
78,5,0,0,230,2643,2,0,50,2,6643,0,0,0.03401953272813624,1,0,0,6.5707183756860585,147,0.6468368405224589,1
1,1,0,0,0,0,2,0,0,2,0,0,0,0.0,1,0,0,0.0,0,1.0,1
4,5,52,0,0,2643,55,0,0,2,0,1,0,0.008473060805507969,1,0,21,341.4166667,0,0.6111492390030139,2
3,5,0,0,230,0,55,0,50,0,0,0,25,0.0,1,4,0,14.240146993946185,0,0.4304653718828015,2
1,1,0,0,0,0,2,0,0,2,0,0,0,0.0,1,0,0,0.0,0,1.0,5
3,5,0,0,0,2643,11,0,0,2,0,1,0,0.019632938068788235,0,4,0,6.01194715920698,0,0.6222773954733779,2
1,5,52,0,0,0,1,0,0,0,0,0,25,0.001299521458597654,1,4,0,341.4166667,0,0.9743016911049932,4
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,4,0,2,8,10,0,2,5,2.0,27,0.0,0,0.959183673,0.6,0,0,4.6,1,0.8,2
4,4,0,3,8,6,0,2,4,1.0,32,1.0,1,0.969072165,0.583333333,0,0,6.75,2,1.0,3
5,1,0,4,8,0,3,1,5,0.375,35,1.0,1,0.0,0.6,0,0,5.6,1,0.8,1
10,1,0,4,10,45,0,4,10,2.0,10,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
5,1,0,4,5,10,3,1,5,1.25,9,0.0,0,0.0,0.55,0,0,0.0,1,1.0,1
4,4,0,7,8,6,2,5,4,2.0,29,0.0,0,1.0,0.5,0,0,6.25,0,0.0,5
4,1,0,11,4,6,8,2,4,1.333333333,6,0.0,0,0.0,0.5625,0,0,0.0,1,1.0,3
