ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,CDR3,C150_4
0.8843279742487477,1061,6812,0.9934,0.08242186791527797,0.47694345200898053,27000,0.07426447772372882,0
0.6683254264602894,871,6677,0.30075314941608644,0.029,0.0616,11148,0.2260716105634848,1
0.8696416551109755,817,35085,0.6888802600359719,0.21903106288956292,0.6628851702144255,27000,0.1491344463478777,1
0.7180245449755922,897,4537,0.8083141044237663,0.1546138042365545,0.6334134693355447,7857,0.15097618773809787,1
0.34544025039645526,810,3741,0.5348528050775498,0.8208189104171604,0.7422552575804534,17660,0.21460285387852732,1
0.2355981463819254,865,1440,0.5946127270220563,0.6976394206679024,0.6756336710077246,14424,0.003,1
0.6245570526867399,962,4852,0.5436405139074161,0.3848650385620281,0.39784818072170514,8662,0.12747393752322192,1
0.34159818619911,895,2164,0.5952602668139346,0.7188215357575952,0.5754722168018782,12581,0.22901066883624105,1
0.7491657693740443,913,6240,0.615490030353226,0.029,0.752933783413758,9277,0.27158712549974007,1
0.7240219919407241,907,1788,0.6159495588281022,0.43301299167481766,0.4522626070746963,8575,0.14873061273075386,1
0.8388388033506996,959,3015,0.5570453761822762,0.4991726811177373,0.5035782998044213,8186,0.20560941906648617,1
0.6073438181898129,916,2960,0.6497587718822765,0.7607365630565129,0.5763568153124449,12242,0.15944270419002923,1
0.9559933909452061,966,5302,0.8634367187097625,0.147421031997682,0.4862982414350915,8429,0.10348852030802762,1
0.6471004444626516,805,10641,0.45376505886635266,0.8274586172434762,0.6986506454508584,9920,0.21889642536536974,1
0.5350629200329896,943,3807,0.6108179559192746,0.4780698794547272,0.48091799609837355,8522,0.15265863423949858,1
0.6081098490443151,1003,2638,0.5626222952101713,0.5835041023912928,0.5127820779814434,10792,0.15126801922668545,1
0.26388581694616303,852,4552,0.5568435435660943,0.7893865892569445,0.7270230786032628,20492,0.17080551806935795,1
0.189539940963406,1504,10278,0.6736990423186671,0.029,0.9276520583164618,10216,0.22021220022651333,1
0.5884767100732813,975,3855,0.6590156613839417,0.5144229236298073,0.5252826462102284,10172,0.1765744399743501,1
0.3043557468535179,772,11017,0.5365763804486601,0.7784277733693614,0.8161674568230477,10499,0.2683223241569934,1
